year,region,state,eu,total_hp,n_vessels,tuna,sardine,shrimp,others,treated,subsidy_pesos,n_times_sub,subsidy_frequency,always,sometimes,never,mean_diesel_price_mxn_l,nino34_m,hours,fg_area_km,fg_hours,landed_weight
2013,GoM,Campeche,0401002993,365,1,0,0,1,0,1,382051.0289745137,6,sometimes,0,1,0,14.864947998582311,27.57,1716.8333333333333,711.1315839687134,811.4333333333333,10893
2013,GoM,Campeche,0401003132,740,2,0,0,1,0,1,571201.2050486541,8,sometimes,0,1,0,14.864947998582311,27.57,2141.0166666666655,966.635242829376,1099.7666666666667,16585
2013,GoM,Campeche,0401003165,420,1,0,0,1,0,1,438721.53434015013,9,always,1,0,0,14.864947998582311,27.57,2232.733333333335,505.44185553287934,826.3666666666667,19378
2013,GoM,Campeche,0401003207,400,1,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,713.5166666666667,1080.5415285272138,401.16666666666663,11615
2013,GoM,Campeche,0401003512,380,1,0,0,1,0,1,389582.01923052326,9,always,1,0,0,14.864947998582311,27.57,1822.966666666667,597.5561315894463,953.9,10270
2013,GoM,Campeche,0401003637,500,1,0,0,1,0,1,474426.29578531114,9,always,1,0,0,14.864947998582311,27.57,1587.7500000000002,1287.5868280213945,1288.6666666666665,17791
2013,GoM,Campeche,0401004429,365,1,0,0,1,0,1,313084.11948564806,9,always,1,0,0,14.864947998582311,27.57,378.8666666666666,871.7389728654535,306.05,4283
2013,GoM,Campeche,0401004478,500,1,0,0,1,0,1,447690.0265201735,9,always,1,0,0,14.864947998582311,27.57,1464.0333333333338,570.3976632504023,828.6,6010
2013,GoM,Campeche,0401004486,1365,3,0,0,1,0,1,738306.0542595618,9,always,1,0,0,14.864947998582311,27.57,5467.35,2710.4268089772436,3034.633333333333,36597
2013,GoM,Campeche,0401004502,815,2,0,0,1,0,1,836200.5685456609,9,always,1,0,0,14.864947998582311,27.57,4407.083333333334,1525.214101210817,2124.8333333333335,32731
2013,GoM,Campeche,0401004973,365,1,0,0,1,0,1,222844.46126011238,5,sometimes,0,1,0,14.864947998582311,27.57,574.4166666666669,910.9126155200321,439.98333333333335,2925
2013,GoM,Campeche,0401005012,2594,6,0,0,1,0,1,2988881.8638829035,9,always,1,0,0,14.864947998582311,27.57,10989.033333333335,4684.036580278846,5692.316666666667,114530
2013,GoM,Campeche,0401005384,432,1,0,0,1,0,1,434087.585406598,9,always,1,0,0,14.864947998582311,27.57,2096.2333333333336,653.1690116943402,937.2333333333333,16717
2013,GoM,Campeche,0401006093,540,1,0,0,1,0,1,457594.2247984007,9,always,1,0,0,14.864947998582311,27.57,2672.666666666666,470.2961974004407,1175.6,24467
2013,GoM,Campeche,0402004402,402,1,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,1445.8333333333333,718.6479464353989,923.6333333333333,NA
2013,GoM,Campeche,0402004618,1310,3,0,0,1,0,1,1270397.074802889,3,sometimes,0,1,0,14.864947998582311,27.57,5738.416666666666,2058.6232162808087,3229.0166666666664,46134
2013,GoM,Campeche,0402005276,1425,3,0,0,1,0,1,847152.4334243676,9,always,1,0,0,14.864947998582311,27.57,5247.1,2630.9371436331753,2887.9166666666665,42256
2013,GoM,Campeche,0402006282,365,1,0,0,1,0,1,424051.66889039945,9,always,1,0,0,14.864947998582311,27.57,1689.3499999999992,695.3503657258426,994.3333333333334,21661
2013,GoM,Campeche,0402006522,400,1,0,0,1,0,1,539791.4713785729,7,sometimes,0,1,0,14.864947998582311,27.57,1677.033333333333,679.2664257003203,1223.8833333333334,31424
2013,GoM,Campeche,0402006555,500,1,0,0,1,0,1,593405.8603189711,7,sometimes,0,1,0,14.864947998582311,27.57,701.0166666666667,949.3806147784354,494.9333333333333,23441
2013,GoM,Campeche,2305000495,365,1,0,0,1,0,0,0,2,sometimes,0,1,0,14.864947998582311,27.57,2096.9166666666674,642.2855493793619,1715,23774
2013,GoM,Campeche,2306001112,400,1,0,0,1,0,0,0,7,sometimes,0,1,0,14.864947998582311,27.57,275.8666666666667,467.32040334428876,123.85,2222
2013,GoM,Campeche,2808000489,2393,6,0,0,1,0,1,1997349.5235579319,9,always,1,0,0,14.864947998582311,27.57,6461.716666666666,6222.903894752925,4119.366666666667,68816
2013,GoM,Campeche,2808004739,402,1,0,0,1,0,1,353547.962190434,9,always,1,0,0,14.864947998582311,27.57,1889.7500000000002,1328.3235301113486,1433.15,10041
2013,Pacific,Chiapas,0705002988,220,1,0,0,1,0,1,356383.70387137396,4,sometimes,0,1,0,14.864947998582311,27.57,910.8666666666669,2240.6686210448365,830.6166666666667,11130
2013,Pacific,Chiapas,0705003143,305,1,0,0,1,0,0,0,1,sometimes,0,1,0,14.864947998582311,27.57,1271.2166666666667,1945.0866614115764,1146.5,NA
2013,GoC,Nayarit,1802000420,365,1,0,0,1,0,1,536270.5415558782,3,sometimes,0,1,0,14.864947998582311,27.57,1840.533333333333,2261.398469840025,1426.9333333333334,26687
2013,GoC,Nayarit,1802001287,365,1,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,29.46666666666666,63.650524221274495,29.466666666666665,NA
2013,GoC,Nayarit,1802002764,365,1,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,467.9666666666667,648.9331308001878,435.0333333333333,10167
2013,GoC,Nayarit,1802003614,402,1,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,131.4,120.19996109102786,113.03333333333333,NA
2013,Pacific,Oaxaca,2005000068,365,1,0,0,1,0,1,246271.43644837284,6,sometimes,0,1,0,14.864947998582311,27.57,722.8166666666667,1568.7247079002527,609.3333333333334,10972
2013,Pacific,Oaxaca,2005000217,1200,3,0,0,1,0,1,750603.9782086138,8,sometimes,0,1,0,14.864947998582311,27.57,5041.283333333333,4439.571984325961,3720.883333333333,41433
2013,Pacific,Oaxaca,2005000282,745,2,0,0,1,0,1,493008.95281572104,8,sometimes,0,1,0,14.864947998582311,27.57,1671.4999999999995,2912.334784640947,1294.95,15650
2013,Pacific,Oaxaca,2005000399,730,2,0,0,1,0,1,377752.201634877,8,sometimes,0,1,0,14.864947998582311,27.57,2431.2499999999986,2234.4902789837265,1751.7666666666667,45652
2013,Pacific,Oaxaca,2005000779,365,1,0,0,1,0,1,338995.9845636677,5,sometimes,0,1,0,14.864947998582311,27.57,1230.25,1910.3641683057494,964.6666666666666,12301
2013,Pacific,Oaxaca,2005002585,3460,9,0,0,1,0,1,1769419.2184863042,8,sometimes,0,1,0,14.864947998582311,27.57,10795.083333333334,10759.040030383288,6674.616666666667,224742
2013,Pacific,Oaxaca,2005002809,3850,10,0,0,1,0,1,1879462.4604865222,8,sometimes,0,1,0,14.864947998582311,27.57,13905.733333333334,13424.070392836264,8724.283333333333,219167
2013,Pacific,Oaxaca,2005003005,343,1,0,0,1,0,1,203466.6820201026,8,sometimes,0,1,0,14.864947998582311,27.57,1484.9333333333325,1274.510582871006,881.55,27671
2013,Pacific,Oaxaca,2005003260,365,1,0,0,1,0,1,336699.6037367898,4,sometimes,0,1,0,14.864947998582311,27.57,542.8166666666666,1040.166550945233,350.66666666666663,11719
2013,Pacific,Oaxaca,2005003559,370,1,0,0,1,0,0,0,1,sometimes,0,1,0,14.864947998582311,27.57,958.9000000000001,2058.317435534218,779.25,3551
2013,Pacific,Oaxaca,2005003815,365,1,0,0,1,0,1,326277.727452905,7,sometimes,0,1,0,14.864947998582311,27.57,904.9,1254.0967249559621,716.4166666666666,11543
2013,Pacific,Oaxaca,2005004417,380,1,0,0,1,0,1,267818.6403982004,7,sometimes,0,1,0,14.864947998582311,27.57,354.9333333333332,1557.0718853324381,304.35,8517
2013,Pacific,Oaxaca,2005004789,420,1,0,0,1,0,1,367460.4477718496,6,sometimes,0,1,0,14.864947998582311,27.57,1212.2333333333331,1911.8728600297277,937.2,NA
2013,GoM,Quintana roo,2306000841,1440,3,0,0,1,0,1,979717.7209875529,9,always,1,0,0,14.864947998582311,27.57,4611.75,1774.216609422604,3723.35,56634
2013,GoM,Quintana roo,2306001401,450,1,0,0,1,0,1,466165.0292214722,8,sometimes,0,1,0,14.864947998582311,27.57,2109.3333333333326,816.5347065182432,1726.3333333333333,68566
2013,GoC,Sinaloa,0305001588,450,1,0,0,1,0,1,489700.54530390707,5,sometimes,0,1,0,14.864947998582311,27.57,1142.0166666666662,1190.4882929208936,775.9833333333333,9053
2013,GoC,Sinaloa,1802002525,730,2,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,3254.9166666666665,3689.543475489274,2704.383333333333,NA
2013,GoC,Sinaloa,2505001798,2645,6,0,0,1,0,1,1540636.0378238123,9,always,1,0,0,14.864947998582311,27.57,5267.049999999999,9062.429518806088,4761.516666666666,113121
2013,GoC,Sinaloa,2505002721,1002,2,0,0,1,0,1,676319.9580788718,8,sometimes,0,1,0,14.864947998582311,27.57,1689.816666666666,1582.5159833088821,1466.3999999999999,21510
2013,GoC,Sinaloa,2505002846,624,1,0,0,1,0,1,737274.3458302212,6,sometimes,0,1,0,14.864947998582311,27.57,1076.05,1437.0817112002594,905.8166666666666,46100
2013,GoC,Sinaloa,2505004164,1084,2,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,2692.733333333333,1835.2146911050645,2418.9333333333334,11050
2013,GoC,Sinaloa,2505004263,805,2,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,1105.7666666666664,2360.1676358380482,1000.5333333333333,NA
2013,GoC,Sinaloa,2507002406,425,1,0,0,1,0,1,228341.16465237658,9,always,1,0,0,14.864947998582311,27.57,1043.7166666666672,725.0626299082581,979.7166666666667,27883
2013,GoC,Sinaloa,2507002513,365,1,0,0,1,0,1,189978.22784323306,8,sometimes,0,1,0,14.864947998582311,27.57,650.0500000000001,985.055431208269,522.9333333333333,10145
2013,GoC,Sinaloa,2507002703,365,1,0,0,1,0,1,467195.39513800276,9,always,1,0,0,14.864947998582311,27.57,1212.3833333333325,1320.5754852854252,1137.4666666666667,39135
2013,GoC,Sinaloa,2507003958,2895,6,0,0,1,0,1,3401094.9128531,9,always,1,0,0,14.864947998582311,27.57,7247.333333333333,7508.863408403276,6374.983333333334,70594
2013,GoC,Sinaloa,2507004600,365,1,0,0,1,0,1,203984.68932135517,9,always,1,0,0,14.864947998582311,27.57,1057.5333333333335,1340.4269941514187,866.8166666666667,7486
2013,GoC,Sinaloa,2507005581,402,1,0,0,1,0,1,297650.2882556638,8,sometimes,0,1,0,14.864947998582311,27.57,2156.1499999999987,1480.9520048566346,1911.7666666666667,36367
2013,GoC,Sinaloa,2508000789,605,2,0,0,1,0,1,975457.4592281684,8,sometimes,0,1,0,14.864947998582311,27.57,1802.8833333333337,2973.9174585536853,1310.7833333333333,40293
2013,GoC,Sinaloa,2508001050,730,2,0,0,1,0,1,618067.5673360607,8,sometimes,0,1,0,14.864947998582311,27.57,5103.683333333332,4705.9000822276485,4453.4333333333325,35789
2013,GoC,Sinaloa,2508005069,1095,3,0,0,1,0,1,784141.4680305392,8,sometimes,0,1,0,14.864947998582311,27.57,5182.533333333333,5145.29277636197,3709.9333333333334,41030
2013,GoC,Sinaloa,2508005234,3469,8,0,0,1,0,1,3386349.8160251235,9,always,1,0,0,14.864947998582311,27.57,10627.566666666666,13441.08469424496,8624.716666666667,101567
2013,GoC,Sinaloa,2508005366,15448,31,0,0,1,0,1,9600106.968134757,9,always,1,0,0,14.864947998582311,27.57,55081.4,49418.84576873868,43678.166666666664,562463
2013,GoC,Sinaloa,2508005374,1582,4,0,0,1,0,1,1439017.0763721378,9,always,1,0,0,14.864947998582311,27.57,7934.083333333334,7384.388535263872,7300.966666666667,62025
2013,GoC,Sinaloa,2508005382,20824,40,0,0,1,0,1,10412349.50901926,9,always,1,0,0,14.864947998582311,27.57,57965.48333333334,62358.30813978327,46657.416666666664,595256
2013,GoC,Sinaloa,2508005408,1980,5,0,0,1,0,1,825664.9459641586,9,always,1,0,0,14.864947998582311,27.57,6550.35,6492.391068742966,5150.766666666666,25258
2013,GoC,Sinaloa,2508005424,1345,3,0,0,1,0,1,1342520.5485386613,8,sometimes,0,1,0,14.864947998582311,27.57,4473.866666666667,3173.1722805677887,3341.85,56786
2013,GoC,Sinaloa,2508005507,1270,3,0,0,1,0,1,1591396.003890866,8,sometimes,0,1,0,14.864947998582311,27.57,2999.5833333333326,4228.748420956064,2393.3,58675
2013,GoC,Sinaloa,2508005523,3150,7,0,0,1,0,1,2847342.232810277,9,always,1,0,0,14.864947998582311,27.57,8983.966666666665,7360.383730024547,6557.4,134651
2013,GoC,Sinaloa,2508005606,750,2,0,0,1,0,1,783330.9829149144,9,always,1,0,0,14.864947998582311,27.57,2071,1800.498300371997,1134.8833333333332,32041
2013,GoC,Sinaloa,2508005648,11167,25,0,0,1,0,1,7597583.805493615,9,always,1,0,0,14.864947998582311,27.57,37254.33333333333,36767.80448367211,30480,406297
2013,GoC,Sinaloa,2508005705,2315,6,0,0,1,0,1,2139508.3063403144,8,sometimes,0,1,0,14.864947998582311,27.57,10981.783333333333,11140.771362151314,8248.533333333333,102809
2013,GoC,Sinaloa,2508005846,1382,4,0,0,1,0,1,727308.9745626284,9,always,1,0,0,14.864947998582311,27.57,4055.266666666667,2963.838757168564,3283.116666666667,24322
2013,GoC,Sinaloa,2508005853,365,1,0,0,1,0,1,386929.8471785406,8,sometimes,0,1,0,14.864947998582311,27.57,777.0833333333333,1442.1366550590437,637.25,7816
2013,GoC,Sinaloa,2508005879,9811,23,0,0,1,0,1,9026414.00864971,9,always,1,0,0,14.864947998582311,27.57,23185.466666666667,23038.843882366033,15485.833333333334,346376
2013,GoC,Sinaloa,2508005937,1202,3,0,0,1,0,1,620933.2242552784,8,sometimes,0,1,0,14.864947998582311,27.57,4370.166666666666,3675.043569468574,3034.5,28891
2013,GoC,Sinaloa,2508005994,402,1,0,0,1,0,1,276979.7705012568,7,sometimes,0,1,0,14.864947998582311,27.57,596.1333333333334,631.0994319199216,549.1666666666667,7680
2013,GoC,Sinaloa,2508006125,3045,7,0,0,1,0,1,3931801.283415399,9,always,1,0,0,14.864947998582311,27.57,13399.933333333334,14394.4330915041,10829.483333333334,148431
2013,GoC,Sinaloa,2508006166,480,2,0,0,1,0,1,428564.2850624357,8,sometimes,0,1,0,14.864947998582311,27.57,2615.083333333333,2423.25289070323,2053.4833333333336,15128
2013,GoC,Sinaloa,2508006208,1102,2,0,0,1,0,1,643598.7413759128,9,always,1,0,0,14.864947998582311,27.57,2452.2333333333336,3675.321922737964,1901.2,21214
2013,GoC,Sinaloa,2508006224,365,1,0,0,1,0,1,66492.37974513158,9,always,1,0,0,14.864947998582311,27.57,886.5500000000003,1654.1417195351694,711.55,8857
2013,GoC,Sinaloa,2508006240,934,2,0,0,1,0,1,474331.81327999715,9,always,1,0,0,14.864947998582311,27.57,2535.6000000000004,1428.5367134464736,1600.9166666666667,49551
2013,GoC,Sinaloa,2508006349,385,1,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,711.6166666666664,1662.529854180038,504.90000000000003,13217
2013,GoC,Sinaloa,2508006398,992,3,0,0,1,0,1,211889.43007760827,8,sometimes,0,1,0,14.864947998582311,27.57,3680.2833333333333,4313.1263640982115,2853.866666666667,13308
2013,GoC,Sinaloa,2508006752,402,1,0,0,1,0,1,179846.05569159397,3,sometimes,0,1,0,14.864947998582311,27.57,1464.133333333334,890.061205204159,894.0333333333333,29703
2013,GoC,Sinaloa,2508006778,17871,40,0,0,1,0,1,9662941.57040707,9,always,1,0,0,14.864947998582311,27.57,50481.5,48308.842196840444,36257.816666666666,526639
2013,GoC,Sinaloa,2508006810,425,1,0,0,1,0,1,269792.2608811878,6,sometimes,0,1,0,14.864947998582311,27.57,9.666666666666666,191.4842578025894,9.666666666666666,11000
2013,GoC,Sinaloa,2508006836,2945,7,0,0,1,0,1,2444005.5112491697,9,always,1,0,0,14.864947998582311,27.57,10100.233333333334,7700.202820403628,7318.383333333333,174066
2013,GoC,Sinaloa,2508006869,365,1,0,0,1,0,1,229874.06097719807,7,sometimes,0,1,0,14.864947998582311,27.57,333.50000000000006,958.4310124024505,237,15212
2013,GoC,Sinaloa,2508007073,1880,4,0,0,1,0,1,1210123.3157158259,9,always,1,0,0,14.864947998582311,27.57,6969.416666666667,6226.003388927498,4947.05,69904
2013,GoC,Sinaloa,2508007123,623,1,0,0,1,0,1,160594.92860347967,7,sometimes,0,1,0,14.864947998582311,27.57,543.6666666666667,765.2917365248966,374.76666666666665,9084
2013,GoC,Sinaloa,2508007362,365,1,0,0,1,0,1,249868.86417081227,7,sometimes,0,1,0,14.864947998582311,27.57,1087.1000000000001,1728.946460200792,855.3166666666666,14273
2013,GoC,Sinaloa,2508007388,425,1,0,0,1,0,1,411619.4936603383,4,sometimes,0,1,0,14.864947998582311,27.57,343.91666666666663,784.9785933306352,290.85,14105
2013,GoC,Sinaloa,2508007685,365,1,0,0,1,0,1,279078.01670170936,9,always,1,0,0,14.864947998582311,27.57,1037.5499999999997,832.322694023521,621.8166666666667,15530
2013,GoC,Sinaloa,2508007693,355,1,0,0,1,0,1,439907.7583948033,8,sometimes,0,1,0,14.864947998582311,27.57,1495.8333333333323,1054.6513022760225,796.4166666666666,6133
2013,GoC,Sinaloa,2508007867,400,1,0,0,1,0,1,305833.2837896313,9,always,1,0,0,14.864947998582311,27.57,1120.233333333333,1239.1944395283754,772.8333333333333,8393
2013,GoC,Sinaloa,2508007909,2150,6,0,0,1,0,1,1443593.5632243748,8,sometimes,0,1,0,14.864947998582311,27.57,6966.4,6018.607808366166,4698.35,84432
2013,GoC,Sinaloa,2508007933,1070,2,0,0,1,0,1,576036.7842080238,9,always,1,0,0,14.864947998582311,27.57,3315.016666666666,2069.4756763083087,2428.333333333333,25098
2013,GoC,Sinaloa,2508007941,470,1,0,0,1,0,1,518479.7771051949,9,always,1,0,0,14.864947998582311,27.57,2088.1666666666656,2009.9349179703042,1570.3333333333333,31506
2013,GoC,Sinaloa,2508008428,365,1,0,0,1,0,1,258370.38986679696,9,always,1,0,0,14.864947998582311,27.57,1802.8166666666662,1379.698573391518,1425.6833333333334,16575
2013,GoC,Sinaloa,2508008444,385,1,0,0,1,0,1,630544.5141018169,9,always,1,0,0,14.864947998582311,27.57,1232.3666666666668,1099.7071004899924,1037.3333333333333,41538
2013,GoC,Sinaloa,2508008469,365,1,0,0,1,0,1,240018.55638321658,9,always,1,0,0,14.864947998582311,27.57,1194.1833333333323,1026.4652474839786,978.5666666666667,19950
2013,GoC,Sinaloa,2508008477,835,2,0,0,1,0,1,860680.0231161729,9,always,1,0,0,14.864947998582311,27.57,1943.2999999999993,2482.987096125265,1340.3166666666666,25611
2013,GoC,Sinaloa,2508008485,815,2,0,0,1,0,1,899921.723216028,9,always,1,0,0,14.864947998582311,27.57,3191.916666666665,3540.835475962613,2343.85,39475
2013,GoC,Sinaloa,2508008493,785,2,0,0,1,0,1,576180.1544439695,9,always,1,0,0,14.864947998582311,27.57,2120.85,2362.7151805589365,1459.65,29545
2013,GoC,Sinaloa,2508008501,402,1,0,0,1,0,1,214384.6041221013,7,sometimes,0,1,0,14.864947998582311,27.57,881.8833333333334,1169.9721642012528,732.5333333333333,19071
2013,GoC,Sinaloa,2508008733,402,1,0,0,1,0,1,468952.7697368438,9,always,1,0,0,14.864947998582311,27.57,1053.3500000000001,545.0945149119387,552.1166666666667,24075
2013,GoC,Sinaloa,2508009053,11141,25,0,0,1,0,1,9826241.535670733,9,always,1,0,0,14.864947998582311,27.57,34985.36666666667,28597.240687227,26745.55,447843
2013,GoC,Sinaloa,2508009079,815,2,0,0,1,0,1,667327.6552942921,9,always,1,0,0,14.864947998582311,27.57,2278.083333333333,2494.7067565716798,1539.5333333333333,28993
2013,GoC,Sinaloa,2508009095,365,1,0,0,1,0,1,243840.52570575156,8,sometimes,0,1,0,14.864947998582311,27.57,1254.8166666666666,1907.780792175499,976.6666666666666,10821
2013,GoC,Sinaloa,2508009111,365,1,0,0,1,0,1,170947.47549941693,7,sometimes,0,1,0,14.864947998582311,27.57,339.7999999999999,388.9545874778917,314.16666666666663,3600
2013,GoC,Sinaloa,2508009202,365,1,0,0,1,0,1,708808.7680831025,8,sometimes,0,1,0,14.864947998582311,27.57,1214.2666666666673,1140.5651053363588,736.4833333333333,26548
2013,GoC,Sinaloa,2508009210,804,2,0,0,1,0,1,585688.0581389157,9,always,1,0,0,14.864947998582311,27.57,1643.7500000000002,2808.7101268206707,1336.5833333333333,35241
2013,GoC,Sinaloa,2508009368,500,1,0,0,1,0,1,599105.2071542682,8,sometimes,0,1,0,14.864947998582311,27.57,1935.1833333333332,1278.4407872721524,1736.1333333333334,14009
2013,GoC,Sinaloa,2508009822,730,2,0,0,1,0,1,567548.4809966971,8,sometimes,0,1,0,14.864947998582311,27.57,2562.8999999999996,1887.4949552197031,1734.7,28868
2013,GoC,Sinaloa,2508009897,1630,4,0,0,1,0,1,801087.9059106114,8,sometimes,0,1,0,14.864947998582311,27.57,4905.516666666667,4574.3170821898,3423.3666666666663,44071
2013,GoC,Sinaloa,2508009921,2505,5,0,0,1,0,1,2733023.6447793837,9,always,1,0,0,14.864947998582311,27.57,9869.150000000001,9742.965493710917,8013.816666666666,107483
2013,GoC,Sinaloa,2508009947,365,1,0,0,1,0,1,117343.21873117029,9,always,1,0,0,14.864947998582311,27.57,1171.6333333333332,1704.3548615351613,974.8,8472
2013,GoC,Sinaloa,2508010168,894,2,0,0,1,0,1,433779.0607645806,9,always,1,0,0,14.864947998582311,27.57,2055.5333333333338,1837.783156879645,1708.8666666666668,7552
2013,GoC,Sinaloa,2508010341,335,1,0,0,1,0,1,211762.39796925712,6,sometimes,0,1,0,14.864947998582311,27.57,664.6999999999999,1179.2944964862556,532.7,4337
2013,GoC,Sinaloa,2508010481,1040,2,0,0,1,0,1,745931.7803251892,8,sometimes,0,1,0,14.864947998582311,27.57,1646.1666666666672,1144.3491348010266,1223.05,32171
2013,GoC,Sinaloa,2508010507,520,1,0,0,1,0,1,320650.3190398846,9,always,1,0,0,14.864947998582311,27.57,345.8,637.4335987403308,221.96666666666667,5763
2013,GoC,Sinaloa,2508010515,440,1,0,0,1,0,1,522984.7308220415,7,sometimes,0,1,0,14.864947998582311,27.57,942.4500000000003,1044.7227555494298,641.2333333333333,21575
2013,GoC,Sinaloa,2508010556,822,2,0,0,1,0,1,1169379.3184510472,9,always,1,0,0,14.864947998582311,27.57,3540.666666666666,2905.093407679662,2232.5666666666666,76059
2013,GoC,Sinaloa,2508010614,365,1,0,0,1,0,1,289453.6142892916,9,always,1,0,0,14.864947998582311,27.57,1416.183333333333,1771.287777290516,1099.9166666666667,13555
2013,GoC,Sinaloa,2508010762,2027,5,0,0,1,0,1,1332997.5605724242,9,always,1,0,0,14.864947998582311,27.57,5346.749999999998,4375.800497596824,3012.6666666666665,76136
2013,GoC,Sinaloa,2508010788,1751,5,0,0,1,0,1,456745.592054625,9,always,1,0,0,14.864947998582311,27.57,5825.550000000002,5182.868055364513,4000.666666666667,25461
2013,GoC,Sinaloa,2508010838,1429,4,0,0,1,0,1,645847.2476893743,9,always,1,0,0,14.864947998582311,27.57,4349.316666666667,5486.733665706513,3070.5,47548
2013,GoC,Sinaloa,2508010986,1515,4,0,0,1,0,1,1403278.5621284966,9,always,1,0,0,14.864947998582311,27.57,4444.583333333333,3822.022156804861,3021.8333333333335,54167
2013,GoC,Sinaloa,2508011182,9551,22,0,0,1,0,1,8731829.209078526,9,always,1,0,0,14.864947998582311,27.57,31613.200000000004,28333.737569618224,25410.15,423544
2013,GoC,Sinaloa,2508011232,365,1,0,0,1,0,1,348990.00454801915,6,sometimes,0,1,0,14.864947998582311,27.57,566.0166666666665,944.2822705041406,343.2,15286
2013,GoC,Sinaloa,2508011240,2281,4,0,0,1,0,1,1659675.052877572,9,always,1,0,0,14.864947998582311,27.57,6464.6,5706.417623574396,6046.866666666667,65349
2013,GoC,Sinaloa,2508011265,365,1,0,0,1,0,1,55410.31645427631,7,sometimes,0,1,0,14.864947998582311,27.57,39.25,568.6005033366637,39.25,NA
2013,GoC,Sinaloa,2508011489,1033,2,0,0,1,0,1,624158.2693207148,8,sometimes,0,1,0,14.864947998582311,27.57,2565.3833333333346,2372.027144926027,2379.7166666666667,21371
2013,GoC,Sinaloa,2508011547,857,2,0,0,1,0,1,680325.0790782629,9,always,1,0,0,14.864947998582311,27.57,3362.1000000000013,4157.152135495854,2752.05,32647
2013,GoC,Sinaloa,2508011992,365,1,0,0,1,0,1,197380.286208613,6,sometimes,0,1,0,14.864947998582311,27.57,1678.6166666666659,1787.8090414826117,1297.4833333333333,14244
2013,GoC,Sinaloa,2508013790,1169,3,0,0,1,0,1,826972.6927585556,8,sometimes,0,1,0,14.864947998582311,27.57,3488.083333333333,3253.629439453788,2570.3166666666666,53237
2013,GoC,Sinaloa,2508014624,365,1,0,0,1,0,1,429179.8145206478,7,sometimes,0,1,0,14.864947998582311,27.57,1658.9999999999995,1738.5990165189899,1248.5166666666667,31257
2013,GoC,Sinaloa,2508014632,365,1,0,0,1,0,1,518007.3012525488,9,always,1,0,0,14.864947998582311,27.57,728.1333333333332,1044.905571440191,685.7333333333333,20129
2013,GoC,Sinaloa,2508015001,1091,3,0,0,1,0,1,1862062.2279462088,8,sometimes,0,1,0,14.864947998582311,27.57,2366.3166666666666,2972.8587456855935,2050.75,36947
2013,GoC,Sinaloa,2508015969,365,1,0,0,1,0,1,348546.72201638494,8,sometimes,0,1,0,14.864947998582311,27.57,1515.0833333333337,1386.2011985624038,1191.5333333333333,12773
2013,GoC,Sinaloa,2508016017,365,1,0,0,1,0,1,217841.70126024057,6,sometimes,0,1,0,14.864947998582311,27.57,750.7333333333335,1066.6349828947552,574.4666666666667,6300
2013,GoC,Sinaloa,2508016041,503,1,0,0,1,0,1,204099.94277958004,6,sometimes,0,1,0,14.864947998582311,27.57,1820.0166666666653,1799.2127965059133,1387.6499999999999,14379
2013,GoC,Sinaloa,2508016116,365,1,0,0,1,0,1,99662.57832656006,6,sometimes,0,1,0,14.864947998582311,27.57,744.2000000000002,979.3959819903677,485.9,12008
2013,GoC,Sinaloa,2508016298,600,1,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,662.35,898.7292906001626,463.51666666666665,10948
2013,GoC,Sinaloa,2508016678,775,2,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,1241.5333333333333,1431.8692535526282,951.5833333333334,NA
2013,GoC,Sinaloa,2508016751,1045,2,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,1778.6166666666666,2227.3673079053638,1548.7833333333333,NA
2013,GoC,Sinaloa,2508016843,8813,21,0,0,1,0,0,0,5,sometimes,0,1,0,14.864947998582311,27.57,25869.533333333333,30957.16639955997,18690.833333333332,NA
2013,GoC,Sinaloa,2508017460,365,1,0,0,1,0,0,0,1,sometimes,0,1,0,14.864947998582311,27.57,240.1833333333334,707.9817323680355,193.29999999999998,NA
2013,GoC,Sinaloa,2508017585,767,2,0,0,1,0,0,0,4,sometimes,0,1,0,14.864947998582311,27.57,1478.016666666667,2161.925558056184,1031.6,NA
2013,GoC,Sinaloa,2508018161,967,2,0,0,1,0,0,0,2,sometimes,0,1,0,14.864947998582311,27.57,601.5666666666665,1185.4825698623015,524.2666666666667,NA
2013,GoC,Sinaloa,2508072853,960,2,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,3131.0333333333338,1781.5334575757893,1412.55,NA
2013,GoC,Sinaloa,2508072879,2184,4,0,0,1,0,0,0,0,never,0,0,1,14.864947998582311,27.57,8558.599999999999,6813.181982340296,6619.183333333333,NA
