year,region,state,eu,total_hp,n_vessels,tuna,sardine,shrimp,others,treated,subsidy_pesos,n_times_sub,subsidy_frequency,always,sometimes,never,mean_diesel_price_mxn_l,nino34_m,hours,fg_area_km,fg_hours,landed_weight
2011,Pacific,Oaxaca,2005003815,365,1,0,0,1,0,1,620114.5885229427,7,sometimes,0,1,0,12.993852556374192,27.41,536.3999999999997,1131.3671530801118,455,9994
2011,Pacific,Oaxaca,2005004417,380,1,0,0,1,0,1,492762.78445227654,7,sometimes,0,1,0,12.993852556374192,27.41,316.89999999999986,925.0737948500431,285.96666666666664,26556
2011,Pacific,Oaxaca,2005004789,420,1,0,0,1,0,0,0,6,sometimes,0,1,0,12.993852556374192,27.41,808.0500000000001,1594.9434375925516,603.55,NA
2011,GoM,Quintana roo,2306000841,1440,3,0,0,1,0,1,1352360.0862190255,9,always,1,0,0,12.993852556374192,27.41,4543.4000000000005,2981.8775397215613,3246.6,155884
2011,GoM,Quintana roo,2306001401,450,1,0,0,1,0,1,1190843.3957596682,8,sometimes,0,1,0,12.993852556374192,27.41,2315.9666666666676,699.7698322480701,1720.2,235144
2011,GoC,Sinaloa,0305001588,450,1,0,0,1,0,1,801013.2818374229,5,sometimes,0,1,0,12.993852556374192,27.41,619.8999999999994,1047.4212734274613,523.6833333333333,23538
2011,GoC,Sinaloa,1802002525,730,2,0,0,1,0,0,0,5,sometimes,0,1,0,12.993852556374192,27.41,3538.7333333333327,4889.135819755615,2991.833333333333,NA
2011,GoC,Sinaloa,2505001798,2145,5,0,0,1,0,1,2146474.6890741168,9,always,1,0,0,12.993852556374192,27.41,5134.483333333331,7441.221439986278,4725.25,145413
2011,GoC,Sinaloa,2505002721,1055,2,0,0,1,0,1,410635.6537102304,8,sometimes,0,1,0,12.993852556374192,27.41,1721.3499999999997,3825.602198438924,1552.8500000000001,34715
2011,GoC,Sinaloa,2505004164,1534,3,0,0,1,0,0,0,5,sometimes,0,1,0,12.993852556374192,27.41,2335.4500000000003,3909.2121604250005,1998.1833333333332,NA
2011,GoC,Sinaloa,2505004263,805,2,0,0,1,0,0,0,5,sometimes,0,1,0,12.993852556374192,27.41,780.3999999999999,2190.7136438105877,676,NA
2011,GoC,Sinaloa,2507002406,425,1,0,0,1,0,1,682334.1027731168,9,always,1,0,0,12.993852556374192,27.41,1626.5000000000002,1169.7221687813949,1436.0666666666666,35240
2011,GoC,Sinaloa,2507002513,365,1,0,0,1,0,1,260069.24734981262,8,sometimes,0,1,0,12.993852556374192,27.41,910.2333333333332,1317.2365757949406,823.3,12266
2011,GoC,Sinaloa,2507002703,365,1,0,0,1,0,1,838928.6405300008,9,always,1,0,0,12.993852556374192,27.41,1268.6666666666658,1468.6236125799057,1193.3166666666666,81107
2011,GoC,Sinaloa,2507003958,1855,4,0,0,1,0,1,3191991.3894147095,9,always,1,0,0,12.993852556374192,27.41,4649.916666666665,5670.290144691999,3975.7,95326
2011,GoC,Sinaloa,2507004600,365,1,0,0,1,0,1,262478.3098515793,9,always,1,0,0,12.993852556374192,27.41,1015.2666666666665,1529.1039566041834,808.4333333333333,18977
2011,GoC,Sinaloa,2507005581,402,1,0,0,1,0,0,0,8,sometimes,0,1,0,12.993852556374192,27.41,1445.8,1776.930490612371,1339.3666666666668,33550
2011,GoC,Sinaloa,2508000763,365,1,0,0,1,0,1,580912.5714487394,1,sometimes,0,1,0,12.993852556374192,27.41,403.0166666666664,806.7705503577441,344,31114
2011,GoC,Sinaloa,2508000789,605,2,0,0,1,0,1,2173877.775031713,8,sometimes,0,1,0,12.993852556374192,27.41,1206.683333333333,2174.971305591496,985.2833333333333,71433
2011,GoC,Sinaloa,2508001050,730,2,0,0,1,0,0,0,8,sometimes,0,1,0,12.993852556374192,27.41,4771.5,4097.560357284659,4087.5333333333333,43328
2011,GoC,Sinaloa,2508005069,730,2,0,0,1,0,1,975048.8845928927,8,sometimes,0,1,0,12.993852556374192,27.41,5010.549999999999,4485.524886371982,3982.666666666667,63853
2011,GoC,Sinaloa,2508005234,2202,5,0,0,1,0,1,3063478.855229556,9,always,1,0,0,12.993852556374192,27.41,7162.25,7861.490760284395,5835.283333333333,103060
2011,GoC,Sinaloa,2508005366,14928,30,0,0,1,0,1,15130988.684959944,9,always,1,0,0,12.993852556374192,27.41,59539.85,57202.09763726025,48119.183333333334,735567
2011,GoC,Sinaloa,2508005374,1582,4,0,0,1,0,1,1893071.4271695334,9,always,1,0,0,12.993852556374192,27.41,8322.800000000001,5639.4321962968515,7409.8,97939
2011,GoC,Sinaloa,2508005382,19054,36,0,0,1,0,1,16883600.51685957,9,always,1,0,0,12.993852556374192,27.41,64196.76666666667,60625.95217442428,50058.066666666666,1099556
2011,GoC,Sinaloa,2508005408,1615,4,0,0,1,0,1,1261021.0289787466,9,always,1,0,0,12.993852556374192,27.41,3950.0333333333333,3439.3863212063097,2832.383333333333,40763
2011,GoC,Sinaloa,2508005424,1345,3,0,0,1,0,1,1524005.789469902,8,sometimes,0,1,0,12.993852556374192,27.41,4674.933333333334,3960.7806907425975,3535.65,45849
2011,GoC,Sinaloa,2508005507,1270,3,0,0,1,0,1,1793382.7783038132,8,sometimes,0,1,0,12.993852556374192,27.41,4662,4949.857783818347,3486.3666666666663,77312
2011,GoC,Sinaloa,2508005523,2695,6,0,0,1,0,1,3088634.3953758446,9,always,1,0,0,12.993852556374192,27.41,9189.466666666667,5885.989396256411,7522.45,175007
2011,GoC,Sinaloa,2508005606,750,2,0,0,1,0,1,925299.0063603859,9,always,1,0,0,12.993852556374192,27.41,2616.6333333333337,2781.5144979152833,1752.5333333333333,41696
2011,GoC,Sinaloa,2508005648,9998,22,0,0,1,0,1,12070104.198414817,9,always,1,0,0,12.993852556374192,27.41,32034.71666666667,34487.04791396478,25009.05,661001
2011,GoC,Sinaloa,2508005705,2315,6,0,0,1,0,1,2170891.1671708575,8,sometimes,0,1,0,12.993852556374192,27.41,12453.133333333331,10646.602280119077,9333.699999999999,131773
2011,GoC,Sinaloa,2508005846,1382,4,0,0,1,0,1,977066.4744381224,9,always,1,0,0,12.993852556374192,27.41,3635.799999999999,3187.3557170150116,2678.833333333333,31100
2011,GoC,Sinaloa,2508005853,365,1,0,0,1,0,1,553920.1211448535,8,sometimes,0,1,0,12.993852556374192,27.41,871.5833333333335,1323.762121286299,707.1333333333333,14872
2011,GoC,Sinaloa,2508005879,9063,21,0,0,1,0,1,11249254.230550773,9,always,1,0,0,12.993852556374192,27.41,25850.583333333332,27444.679737083497,18502.083333333332,557122
2011,GoC,Sinaloa,2508005937,1202,3,0,0,1,0,1,797728.1966077411,8,sometimes,0,1,0,12.993852556374192,27.41,6063.733333333332,5317.848259352167,3997.1666666666665,43969
2011,GoC,Sinaloa,2508005994,402,1,0,0,1,0,1,444034.02021199587,7,sometimes,0,1,0,12.993852556374192,27.41,1271.866666666666,1356.309296961776,1036.8833333333334,12638
2011,GoC,Sinaloa,2508006125,2065,5,0,0,1,0,1,5159746.491710035,9,always,1,0,0,12.993852556374192,27.41,9452.199999999999,10488.546234773687,7830.766666666666,236786
2011,GoC,Sinaloa,2508006166,480,2,0,0,1,0,1,590083.4343816012,8,sometimes,0,1,0,12.993852556374192,27.41,2533.9500000000007,3800.669572741923,2252.0333333333333,18592
2011,GoC,Sinaloa,2508006208,402,1,0,0,1,0,1,1680772.7942013443,9,always,1,0,0,12.993852556374192,27.41,875.3000000000004,1378.821945859238,635.5666666666666,28268
2011,GoC,Sinaloa,2508006224,365,1,0,0,1,0,1,237993.47460635062,9,always,1,0,0,12.993852556374192,27.41,1232,1738.032111752459,860.35,13143
2011,GoC,Sinaloa,2508006240,934,2,0,0,1,0,1,792937.447314455,9,always,1,0,0,12.993852556374192,27.41,2878.7833333333333,1383.5663309322717,2157.1666666666665,47375
2011,GoC,Sinaloa,2508006398,730,2,0,0,1,0,1,578760.8406232977,8,sometimes,0,1,0,12.993852556374192,27.41,3088.7500000000005,3965.8775862432667,2449.75,21959
2011,GoC,Sinaloa,2508006752,402,1,0,0,1,0,0,0,3,sometimes,0,1,0,12.993852556374192,27.41,2431.766666666668,2829.6926483716866,2075.4666666666667,NA
2011,GoC,Sinaloa,2508006778,16486,37,0,0,1,0,1,11942246.463843072,9,always,1,0,0,12.993852556374192,27.41,51427.316666666666,56120.65141945744,37006.51666666666,669532
2011,GoC,Sinaloa,2508006786,220,1,0,0,1,0,1,1040808.0781780491,2,sometimes,0,1,0,12.993852556374192,27.41,516.6833333333334,1112.4981827121019,492.7,37531
2011,GoC,Sinaloa,2508006836,2945,7,0,0,1,0,1,2918661.348021081,9,always,1,0,0,12.993852556374192,27.41,10277.35,7578.557661137826,8138.033333333334,173480
2011,GoC,Sinaloa,2508007073,1880,4,0,0,1,0,1,1483626.6168550625,9,always,1,0,0,12.993852556374192,27.41,6514.716666666667,7219.615771129291,5408.95,85235
2011,GoC,Sinaloa,2508007123,623,1,0,0,1,0,1,923108.9495405981,7,sometimes,0,1,0,12.993852556374192,27.41,394.1666666666667,788.4284811539886,304.3666666666667,6491
2011,GoC,Sinaloa,2508007388,790,2,0,0,1,0,1,1081340.5547702736,4,sometimes,0,1,0,12.993852556374192,27.41,1740.0333333333326,1143.0384822937096,1259.1,63076
2011,GoC,Sinaloa,2508007685,365,1,0,0,1,0,1,538206.4634628753,9,always,1,0,0,12.993852556374192,27.41,1914.1,1307.5693415602354,1316.9666666666667,20358
2011,GoC,Sinaloa,2508007693,355,1,0,0,1,0,1,522328.55151941313,8,sometimes,0,1,0,12.993852556374192,27.41,1028.383333333334,658.2199147032688,629.8666666666667,8661
2011,GoC,Sinaloa,2508007867,400,1,0,0,1,0,1,323905.2972900927,9,always,1,0,0,12.993852556374192,27.41,1270.0666666666662,1525.3346632030432,830.75,15393
2011,GoC,Sinaloa,2508007909,2150,6,0,0,1,0,1,3116675.335382204,8,sometimes,0,1,0,12.993852556374192,27.41,7927.883333333333,6650.086028040677,4796.883333333333,98385
2011,GoC,Sinaloa,2508007933,1070,2,0,0,1,0,1,1085994.4255123227,9,always,1,0,0,12.993852556374192,27.41,4391.266666666666,5535.172159497284,3986.483333333333,49152
2011,GoC,Sinaloa,2508007941,470,1,0,0,1,0,1,657017.0459363688,9,always,1,0,0,12.993852556374192,27.41,2438.6833333333343,2730.8606559698146,2122.233333333333,24605
2011,GoC,Sinaloa,2508008428,365,1,0,0,1,0,1,322759.62381624116,9,always,1,0,0,12.993852556374192,27.41,1182.9666666666665,1205.7309917570515,872.65,14832
2011,GoC,Sinaloa,2508008444,385,1,0,0,1,0,1,926090.1643865344,9,always,1,0,0,12.993852556374192,27.41,926.1500000000002,1214.2875101627212,715.4833333333333,45306
2011,GoC,Sinaloa,2508008469,365,1,0,0,1,0,1,351928.4430847912,9,always,1,0,0,12.993852556374192,27.41,1320.9833333333331,1500.0918162021555,1138.1833333333334,13371
2011,GoC,Sinaloa,2508008477,385,1,0,0,1,0,1,1341190.7964381073,9,always,1,0,0,12.993852556374192,27.41,875.9666666666667,1468.7332013424357,791.2666666666667,31310
2011,GoC,Sinaloa,2508008485,815,2,0,0,1,0,1,1155222.1215858182,9,always,1,0,0,12.993852556374192,27.41,2900.9666666666653,2848.1492456373926,2103.833333333333,32220
2011,GoC,Sinaloa,2508008493,785,2,0,0,1,0,1,481264.9861483901,9,always,1,0,0,12.993852556374192,27.41,931.8666666666666,790.5202808190778,567.75,20146
2011,GoC,Sinaloa,2508008733,402,1,0,0,1,0,1,663261.445443789,9,always,1,0,0,12.993852556374192,27.41,1023.9499999999994,1468.4586024634425,676.7666666666667,39856
2011,GoC,Sinaloa,2508009053,10411,23,0,0,1,0,1,8491534.683073856,9,always,1,0,0,12.993852556374192,27.41,28875.016666666666,29868.046544850193,22931.38333333333,489260
2011,GoC,Sinaloa,2508009079,450,1,0,0,1,0,1,749848.0793851281,9,always,1,0,0,12.993852556374192,27.41,1919.933333333333,2196.041796367526,1622.7833333333333,21925
2011,GoC,Sinaloa,2508009095,365,1,0,0,1,0,1,347260.8844876182,8,sometimes,0,1,0,12.993852556374192,27.41,1712.9500000000005,2062.8640592798383,1369.2666666666667,16485
2011,GoC,Sinaloa,2508009111,365,1,0,0,1,0,0,0,7,sometimes,0,1,0,12.993852556374192,27.41,1171.516666666667,1537.456634399765,751.6666666666666,11762
2011,GoC,Sinaloa,2508009202,365,1,0,0,1,0,1,1223204.222843059,8,sometimes,0,1,0,12.993852556374192,27.41,1048.1166666666666,1201.350115030029,748.2166666666667,59698
2011,GoC,Sinaloa,2508009210,402,1,0,0,1,0,1,1197413.566219032,9,always,1,0,0,12.993852556374192,27.41,1439.7666666666664,2112.2971410608243,1202.1,61567
2011,GoC,Sinaloa,2508009368,500,1,0,0,1,0,1,544639.7553710024,8,sometimes,0,1,0,12.993852556374192,27.41,1720.5666666666655,1262.2220560101482,1515.3666666666666,23800
2011,GoC,Sinaloa,2508009822,730,2,0,0,1,0,0,0,8,sometimes,0,1,0,12.993852556374192,27.41,3374.416666666668,3719.615035533413,2563.866666666667,47154
2011,GoC,Sinaloa,2508009897,1630,4,0,0,1,0,1,1079561.133604196,8,sometimes,0,1,0,12.993852556374192,27.41,3850.516666666666,5315.372059702943,3197.366666666667,57858
2011,GoC,Sinaloa,2508009921,2505,5,0,0,1,0,1,3501079.583533425,9,always,1,0,0,12.993852556374192,27.41,10613.65,11924.43481170631,8484.483333333334,143553
2011,GoC,Sinaloa,2508009947,365,1,0,0,1,0,1,336447.4789399155,9,always,1,0,0,12.993852556374192,27.41,1859.7833333333333,1471.280427893696,1641.05,19167
2011,GoC,Sinaloa,2508010168,415,1,0,0,1,0,1,602265.6254416713,9,always,1,0,0,12.993852556374192,27.41,1681.5833333333335,1645.284578294534,1549.5166666666667,23546
2011,GoC,Sinaloa,2508010341,335,1,0,0,1,0,1,273757.102473487,6,sometimes,0,1,0,12.993852556374192,27.41,1580.0333333333326,759.9246472654434,1360.3500000000001,15552
2011,GoC,Sinaloa,2508010481,1040,2,0,0,1,0,0,0,8,sometimes,0,1,0,12.993852556374192,27.41,997.6666666666664,1316.4596669525247,872.3666666666667,41904
2011,GoC,Sinaloa,2508010507,520,1,0,0,1,0,1,578996.271731425,9,always,1,0,0,12.993852556374192,27.41,528.3166666666668,1118.3120791615268,490.8666666666667,20284
2011,GoC,Sinaloa,2508010515,440,1,0,0,1,0,1,506450.6395759509,7,sometimes,0,1,0,12.993852556374192,27.41,768.1166666666667,1394.443031718138,531.0333333333333,17898
2011,GoC,Sinaloa,2508010556,822,2,0,0,1,0,1,1339441.4885533017,9,always,1,0,0,12.993852556374192,27.41,3493.466666666668,3213.4270624017204,2759.0333333333333,111407
2011,GoC,Sinaloa,2508010614,365,1,0,0,1,0,1,537932.7063604019,9,always,1,0,0,12.993852556374192,27.41,2158.900000000001,1740.8404642662636,1564.7666666666667,23201
2011,GoC,Sinaloa,2508010762,2027,5,0,0,1,0,1,2509941.9940281655,9,always,1,0,0,12.993852556374192,27.41,4987.1,5723.413333921713,3758.233333333333,108291
2011,GoC,Sinaloa,2508010788,1751,5,0,0,1,0,1,818177.8521625105,9,always,1,0,0,12.993852556374192,27.41,6381.35,5869.707038202267,4475.95,30789
2011,GoC,Sinaloa,2508010838,1429,4,0,0,1,0,1,1118418.2167292826,9,always,1,0,0,12.993852556374192,27.41,5348.233333333334,5126.377579500567,3844.75,50579
2011,GoC,Sinaloa,2508010986,785,2,0,0,1,0,1,1922869.8877737725,9,always,1,0,0,12.993852556374192,27.41,4344.316666666666,3698.2347200539234,2913.1833333333334,44106
2011,GoC,Sinaloa,2508011182,7717,17,0,0,1,0,1,6114373.096458405,9,always,1,0,0,12.993852556374192,27.41,25433.48333333333,22784.13303134192,19330.13333333333,398859
2011,GoC,Sinaloa,2508011240,1601,3,0,0,1,0,1,1583958.5949115956,9,always,1,0,0,12.993852556374192,27.41,4845.166666666668,4165.130680568279,4208.333333333333,89938
2011,GoC,Sinaloa,2508011265,365,1,0,0,1,0,0,0,7,sometimes,0,1,0,12.993852556374192,27.41,763.3999999999999,1018.6557325754674,560.9166666666666,17525
2011,GoC,Sinaloa,2508011489,413,1,0,0,1,0,1,509325.0891519225,8,sometimes,0,1,0,12.993852556374192,27.41,1893.5833333333333,1284.7511269268275,1802.4666666666665,38458
2011,GoC,Sinaloa,2508011547,857,2,0,0,1,0,1,1404839.3227631932,9,always,1,0,0,12.993852556374192,27.41,3127.3166666666675,3479.7307169391797,2281.4,51951
2011,GoC,Sinaloa,2508011992,365,1,0,0,1,0,1,430483.04363955825,6,sometimes,0,1,0,12.993852556374192,27.41,1226.4166666666667,1591.074549020177,858.8666666666667,7429
2011,GoC,Sinaloa,2508013790,1169,3,0,0,1,0,1,1025220.3487632087,8,sometimes,0,1,0,12.993852556374192,27.41,4002.8500000000004,2629.703372235476,2865.133333333333,75063
2011,GoC,Sinaloa,2508014624,365,1,0,0,1,0,0,0,7,sometimes,0,1,0,12.993852556374192,27.41,991.433333333333,1111.3217661708406,642.8000000000001,18368
2011,GoC,Sinaloa,2508014632,365,1,0,0,1,0,1,698058.7107391938,9,always,1,0,0,12.993852556374192,27.41,1152.583333333333,1237.8614780958155,1011.6999999999999,33371
