"","eu_rnpa","economic_unit","vessel_rnpa","vessel_name","owner_rnpa","owner_name","hull_identifier","home_port","construction_year","hull_material","preservation_system","gear_type","detection_gear","vessel_type","vessel_length_m","vessel_beam_m","vessel_height_m","vessel_draft_m","vessel_gross_tonnage","captain_num","engineer_num","s_fisher_num","engine_power_hp","engine_power_bin_hp","design_speed_kt"
"1184","2508016678","LUZ HERMILA SARABIA ALVAREZ","00054536","LILIANAL","2508016678","LUZ HERMILA SARABIA ALVAREZ","25030009232","MAZATLAN","1997","ACERO","REFRIGERACIÓN","ARRASTRE | PALANGRE | PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","22","7","3.6","2.5","30","1","1","2",402,402,10.8380754339523
"1185","3105003184","EMPACADORA PROMARMEX SA DE CV","00032441","PROPEMEXY19G","3105003184","EMPACADORA PROMARMEX SA DE CV","31010577233","YUCALPETEN","1975","FIBRA DE VIDRIO","HIELO","PALANGRE","SONAR","COMERCIAL","14.6","3.9","0","0","13","1","4","0",160,150,10.6244279593563
"1186","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00031674","DELFIN","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31011336234","PROGRESO","1986","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","LORAN | VIDEOSONDA","COMERCIAL","17.36","4.75","2.42","0","49.45","1","1","1",410,402,10.8450954542068
"1187","3105003622","SCPP AUTENTICOS PREGRESE¿OS SC DE RL","00075747","AUTENTICO2","3105003622","SCPP AUTENTICOS PREGRESE¿OS SC DE RL","31012028130","YUCALPETEN","1988","FIBRA DE VIDRIO","REFRIGERACIÓN","PALANGRE","VIDEOSONDA","COMERCIAL","9.45","3.2","0","0","0","1","0","0",44,40,10.5211316749903
"1188","3109000186","MIGUEL ANGEL ARROYO GAMBOA","00074047","GUALBERTO4","3109000186","MIGUEL ANGEL ARROYO GAMBOA","31010543231","TELCHAC","1986","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","9.35","3.25","0","0","20","1","1","0",80,80,10.5532506394491
"1189","3109000186","MIGUEL ANGEL ARROYO GAMBOA","00074054","GUALBERTO5","3109000186","MIGUEL ANGEL ARROYO GAMBOA","31010544236","TELCHAC","2002","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","9.35","3.25","0","0","20","1","1","0",80,80,10.5532506394491
"1190","3109000582","CONGELADORA ARROYO SA DE CV","00074245","VICENTEGUERRERO1","3109000582","CONGELADORA ARROYO SA DE CV","31010691237","TELCHAC","1985","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","9.8","3.3","0","0","0","1","1","0",60,60,10.5354136032939
"1191","3109000582","CONGELADORA ARROYO SA DE CV","00074252","VICENTEGUERRERO2","3109000582","CONGELADORA ARROYO SA DE CV","31010695233","TELCHAC","1985","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","9.8","3.3","0","0","0","1","1","0",60,60,10.5354136032939
"1192","3109000582","CONGELADORA ARROYO SA DE CV","00074229","GUALBERTO7","3109000582","CONGELADORA ARROYO SA DE CV","31010700238","TELCHAC","1985","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","9.35","3.25","0","0","0","1","1","0",60,60,10.5354136032939
"1193","0203012489","ATUNERA PUNTA BAJA, SA DE CV","00036863","THERESAJANENE","0203012489","ATUNERA PUNTA BAJA, SA DE CV","2011726339","MAZATLAN","1974","ACERO","SALMUERA","CERCO","HELICOPTERO","COMERCIAL","58.52","12.8","13.29","17","1524.86","1","1","1",3600,3600,13.4264924287807
"1194","2701003911","FELIPE GUSTAVO BULNES ZURITA","00067538","ELCHEJE","2701003911","FELIPE GUSTAVO BULNES ZURITA","401027723-4","FRONTERA","1997","OTROS","HIELO","PALANGRE","LORAN","COMERCIAL","9.75","4","1.8","0","0","1","2","4",130,125,10.5977684940249
"1195","2508009905","PESCA Y COMERCIALIZADORA DEL PACIFICO, SA DE CV","00056465","ISLACLARION","2508009905","PESCA Y COMERCIALIZADORA DEL PACIFICO, SA DE CV","25032851233","MAZATLAN","2008","ACERO","REFRIGERACIÓN","ARRASTRE","NINGUNO","COMERCIAL","28.5","7.2","3.8","2.5","48","1","1","0",540,525,10.9587877089223
"1196","2508008238","PESCA AZTECA, SA DE CV","00056531","TAMARA","2508008238","PESCA AZTECA, SA DE CV","25032952333","MAZATLAN","2013","ACERO","SALMUERA","CERCO","SONAR","COMERCIAL","68.15","13.65","5.9","0","1200","1","2","2",5000,3600,14.4221789710817
"1197","2508008238","PESCA AZTECA, SA DE CV","00056564","PACOC","2508008238","PESCA AZTECA, SA DE CV","25032994338","MAZATLAN","2013","ACERO","SALMUERA","CERCO","HELICOPTERO | SONAR","COMERCIAL","68.15","13.6","5.9","0","1200","1","2","2",5000,3600,14.4221789710817
"1198","0601002124","MARATUN SA DE CV","00060301","OAXACA","0601002124","MARATUN SA DE CV","6011955332","MANZANILLO","2014","ACERO","CONGELACIÓN","CERCO","SONAR","COMERCIAL","58.1","13.65","5.65","5.9","1200","1","4","2",5000,3600,14.4221789710817
"1199","2508007883","PESQUERA RAMCER, SA DE CV","00025361","HEYSOL1","2508007883","PESQUERA RAMCER, SA DE CV","25030207235","MAZATLAN","1970","ACERO","OTROS","ARRASTRE","NINGUNO","COMERCIAL","17.48","5.1","2.71","2.7","80","1","1","1",365,365,10.8055722873817
"1200","2305000628","JUAN DE DIOS GARCIA POVEDANO","00076406","HUACHISAN3","2305000628","JUAN DE DIOS GARCIA POVEDANO","23012091239","ISLA MUJERES","2000","FIBRA DE VIDRIO","OTROS","PALANGRE","NINGUNO","COMERCIAL","12.25","3.9","0","0.9","4000","1","1","0",430,425,10.8626335471132
"1201","2508006778","PESQUERA JUSAJELI, SA DE CV","00023002","PROPEMEXG1","2508006778","PESQUERA JUSAJELI, SA DE CV",NA,"MAZATLAN","1970","ACERO","HIELO","OTRO","NINGUNO","COMERCIAL","21.9","6","0","0","23","1","1","0",470,450,10.8976584855117
"1202","2511002111","TOPOLOBAMPO 2004 SC DE RL DE CV","00019265","CALIFORNIA1","2511002111","TOPOLOBAMPO 2004 SC DE RL DE CV","25014179239","TOPOLOBAMPO","1970","ACERO","REFRIGERACIÓN","OTRO | ARRASTRE","VIDEOSONDA","COMERCIAL","20.4","5.9","3.05","0","35","1","1","2",342,325,10.7853381614395
"1203","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","00060897","VICTORIA11","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","2503056123-5","MAZATLAN","1979","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.26","60.4","3.5","3.5","20","1","1","1",420,402,10.8538666359689
"1204","0402006571","GRUPO PESQUERO OLIMPUS, S.A. DE C.V.","00004713","OLIMPUS4","0402006571","GRUPO PESQUERO OLIMPUS, S.A. DE C.V.","0401345223-7","CIUDAD DEL CARMEN","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.16","7.46","3.42","3.4","40","1","1","1",420,402,10.8538666359689
"1205","0308000298","PESQUERA CASREAL S DE RL DE CV","00034967","PROPEMEXIC1S","0308000298","PESQUERA CASREAL S DE RL DE CV","3032380239","SAN CARLOS","1976","ACERO","REFRIGERACIÓN","CERCO","SONAR | VIDEOSONDA","COMERCIAL","22","6.2","3.5","4","125","1","1","0",600,600,11.0110176320356
"1206","2508014632","SCPP DE BIENES Y SERVICIOS PUNTA DE PERIHUETE SRL DE CV","00013938","JOSEMARIA","2508014632","SCPP DE BIENES Y SERVICIOS PUNTA DE PERIHUETE SRL DE CV","25012187235","TOPOLOBAMPO","1973","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.94","6","3","2","46","1","2","0",365,365,10.8055722873817
"1207","2508011547","PESCA AVANZADA, SA DE CV","00026245","ALCATRAZ","2508011547","PESCA AVANZADA, SA DE CV","25031740235","MAZATLAN","2000","ACERO","REFRIGERACIÓN | CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.86","6.5","3.42","3.4","24","1","1","0",524,500,10.944833764069
"1208","0401002373","BENJAMIN SANCHEZ REBOLLEDO","00040402","BENJAMIN1","0401002373","BENJAMIN SANCHEZ REBOLLEDO","0402305723-5","LERMA","2002","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","12.6","4","1.72","1","14","1","1","1",155,150,10.6199873842706
"1209","2508011547","PESCA AVANZADA, SA DE CV","00045344","IRMA","2508011547","PESCA AVANZADA, SA DE CV","2503114623-9","MAZATLAN","1986","ACERO","REFRIGERACIÓN | CONGELACIÓN","ARRASTRE | PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","20.11","6","3.1","3","24","1","1","0",402,402,10.8380754339523
"1210","2508010788","PESQUERA DOÑA JULIA, SA DE CV","00049932","DONAJULIA","2508010788","PESQUERA DOÑA JULIA, SA DE CV","2503268423-1","MAZATLAN","1977","ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.4","3.58","0","60","1","1","2",450,450,10.8801545575481
"1211","2808002790","LUIS GONZALEZ MEJIA","00073288","DONQUINTIN16","2808002790","LUIS GONZALEZ MEJIA","28044524239","TAMPICO","1991","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","21.65","6.76","3.72","3","19.2","1","1","1",402,402,10.8380754339523
"1212","2808007542","MARTIN HERNANDEZ HERNANDEZ","00009993","CABOSBLANCOS2","2808007542","MARTIN HERNANDEZ HERNANDEZ","28043307233","TAMPICO","1979","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","21.33","6.09","3.35","2.5","15","1","1","1",470,450,10.8976584855117
"1213","2808007260","FRANCISCO JAVIER ROBLES ALVAREZ","00028084","POSEIDON","2808007260","FRANCISCO JAVIER ROBLES ALVAREZ","28040166238","TAMPICO","1977","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21.94","6.1","3.36","2.4","18","1","1","1",370,370,10.8099680209801
"1214","2808004220","JORGE APPEDOLE BARRERA","00064469","DONLALO","2808004220","JORGE APPEDOLE BARRERA","28040147232","TAMPICO","1993","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","19.68","7","3.57","2.4","18","1","1","1",402,402,10.8380754339523
"1215","2808007260","FRANCISCO JAVIER ROBLES ALVAREZ","00039792","POSEIDON2","2808007260","FRANCISCO JAVIER ROBLES ALVAREZ","28040165236","TAMPICO","1979","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21","6.3","3.35","2.4","18","1","1","1",365,365,10.8055722873817
"1216","2808004220","JORGE APPEDOLE BARRERA","00004143","FENICIO4","2808004220","JORGE APPEDOLE BARRERA","28040320235","TAMPICO","1989","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","22.81","6.48","3.5","2.7","18","1","1","1",365,365,10.8055722873817
"1217","2808007542","MARTIN HERNANDEZ HERNANDEZ","00029280","CABOSBLANCOS","2808007542","MARTIN HERNANDEZ HERNANDEZ","28040773233","TAMPICO","1978","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","21.34","6.1","3.5","2.4","15","1","1","1",402,402,10.8380754339523
"1218","2508006778","PESQUERA JUSAJELI, SA DE CV","00038463","PEZDEACERO3","2508006778","PESQUERA JUSAJELI, SA DE CV","2503054323-5","MAZATLAN","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.26","5.84","2.92","2.5","13.14","1","1","2",365,365,10.8055722873817
"1219","2701005809","SCPP Y ACUIOLA DE BIENES Y SERV GENESIS DE CENTLA SC DE RL DE CV","00900043","SOLUCIONES5","2701005809","SCPP Y ACUIOLA DE BIENES Y SERV GENESIS DE CENTLA SC DE RL DE CV","27023001231","FRONTERA","1975","FIBRA DE VIDRIO","HIELO","PALANGRE","ECOSONDA","COMERCIAL","12.6","4","7.2","0","0","1","1","2",180,175,10.6421795831547
"1220","2508006778","PESQUERA JUSAJELI, SA DE CV","00025908","PEZDEACERO5","2508006778","PESQUERA JUSAJELI, SA DE CV","25030525239","MAZATLAN","1979","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.72","6.4","3.45","2.5","35.25","1","1","2",460,450,10.8889086568388
"1221","3105003051","MARLIN DEL CARIBE SA DE CV","00044446","JUANITO1","3105003051","MARLIN DEL CARIBE SA DE CV","31010796234","PROGRESO","1952","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.75","3.74","1.9","2","32.33","1","1","0",110,110,10.5799741640481
"1222","3105005668","JOSE ISABEL CORTES GONGORA","00032524","ADELITA","3105005668","JOSE ISABEL CORTES GONGORA","3101114323-8","YUCALPETEN","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2","41.31","1","1","0",185,185,10.6466148199681
"1223","3105008290","JORGE  ALBERTO UC PECH","00032896","CAMPECHE6","3105008290","JORGE  ALBERTO UC PECH","31011295235","YUCALPETEN","1970",NA,"HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14","3","0","1","0","1","1","0",110,110,10.5799741640481
"1224","3105008175","JAIME ORLANDO CHI MENDEZ","00067777","MONTEPIO4","3105008175","JAIME ORLANDO CHI MENDEZ","3101473523-4","PROGRESO","1984","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13.71","4.37","2.25","1.1","25","1","1","0",180,175,10.6421795831547
"1225","3105006914","NAVEGANTES DEL GOLFO SA DE CV","00033472","NAVEGANTE3","3105006914","NAVEGANTES DEL GOLFO SA DE CV","31011272236","PROGRESO","1973","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17","5","2.4","1.5","56.65","1","1","1",190,185,10.6510489891271
"1226","3105005049","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA PESCADORES DE YUCALPETEN S.C. DE R.L.","00075184","TIGRESDELMAYAL4","3105005049","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA PESCADORES DE YUCALPETEN S.C. DE R.L.","3101085223-5","YUCALPETEN","1993","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","16.6","5.1","1.95","2","49.71","1","1","1",300,300,10.7483305940464
"1227","3105000321","JOSE GILBERTO PECH CARDEÑA","00075259","LIGIAGABRIELA","3105000321","JOSE GILBERTO PECH CARDEÑA","3101049323-2","YUCALPETEN","1994","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","12.19","4.05","2.05","2","26.25","1","1","1",180,175,10.6421795831547
"1228","3105008340","JOSE MANUEL UC PECH","00075929","MARDE3","3105008340","JOSE MANUEL UC PECH","31021647234","PROGRESO","1989","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","13","3","3","1","28.86","1","1","1",350,350,10.7923786806597
"1229","3105008555","PESCADORES CHACCHI SC DE RL DE CV","00073825","MARIANA","3105008555","PESCADORES CHACCHI SC DE RL DE CV","31010151237","PROGRESO","1990","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.8","5.65","0","0","23.92","1","1","0",185,185,10.6466148199681
"1230","3105005155","JORGE ALBER FUENTES AVILA","00036582","SANJORGE","3105005155","JORGE ALBER FUENTES AVILA","31011343237","YUCALPETEN","1974","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","13.58","3.9","0","1","17.67","1","1","0",85,85,10.5577072293517
"1231","3105005049","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA PESCADORES DE YUCALPETEN S.C. DE R.L.","00075192","TIGRESDELMAYAL3","3105005049","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA PESCADORES DE YUCALPETEN S.C. DE R.L.","3101085423-2","YUCALPETEN","1993","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","16.6","5.1","1.95","2","49.71","1","1","1",300,300,10.7483305940464
"1232","3108000096","SCPP PESCADORES DE SISAL SC DE RL","00075515","MERLI","3108000096","SCPP PESCADORES DE SISAL SC DE RL","31010307234","YUCALPETEN","1994","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.1","4","0","1","0","1","1","0",180,175,10.6421795831547
"1233","3105005825","RICARDO AUGUSTO KANTUN CANO","00034322","NASBRIT","3105005825","RICARDO AUGUSTO KANTUN CANO","31013016238","PROGRESO","1977","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","3","41.31","1","1","0",250,250,10.7041757419871
"1234","3105008548","JOSE JUAN CORTES ARJONA","00034074","ADELAI2","3105008548","JOSE JUAN CORTES ARJONA","31012794231","PROGRESO","2001","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","1","43.41","1","1","0",180,175,10.6421795831547
"1235","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00034371","EDZELURIEL1","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31014141232","TUXPAN","1974","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","3","43.41","1","1","1",180,175,10.6421795831547
"1236","2508010838","PESQUERA JESUS ALBERTO, SA DE CV","00061358","BAGABUNDO","2508010838","PESQUERA JESUS ALBERTO, SA DE CV","25031219231","MAZATLAN","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.21","5.28","3","0","30","1","1","0",365,365,10.8055722873817
"1237","2508009053","PESQUERA AXELS, SA DE CV","00022590","DONANTONIOPEREZ19","2508009053","PESQUERA AXELS, SA DE CV","25032646233","MAZATLAN","1976","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","21.88","6.13","3.3","2","20","1","1","2",570,550,10.9849218882592
"1238","2508009053","PESQUERA AXELS, SA DE CV","00039206","DONANTONIOPEREZ3","2508009053","PESQUERA AXELS, SA DE CV","25031054230","MAZATLAN","1981","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","22.48","6.56","3.66","2.92","20.68","1","1","0",455,450,10.8845321410207
"1239","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00037085","DONRODO5","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","2503100923-4","MAZATLAN","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6","61.07","0","48","1","1","2",402,402,10.8380754339523
"1240","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00055517","DONADELFINA6","2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","2503114523-3","MAZATLAN","2000","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","25","6.64","3.4","3.4","70","1","1","2",600,600,11.0110176320356
"1241","2508011828","PESQUERA DON ALBINO, SA DE CV","00055582","MARIAROSA","2508011828","PESQUERA DON ALBINO, SA DE CV","25032518233","MAZATLAN","2000","ACERO","REFRIGERACIÓN","ARRASTRE","NINGUNO","COMERCIAL","24.8","7","3.6","0","0","1","0","0",615,600,11.0240510905885
"1242","2508011828","PESQUERA DON ALBINO, SA DE CV","00055590","VICTORMANUEL1","2508011828","PESQUERA DON ALBINO, SA DE CV","25031267237","MAZATLAN","2000","ACERO","REFRIGERACIÓN","ARRASTRE","NINGUNO","COMERCIAL","24.8","7","3.6","0","0","1","1","2",615,600,11.0240510905885
"1243","2508005606","PESCA PERROCA, SA DE CV","00015131","DONROGELIOM","2508005606","PESCA PERROCA, SA DE CV","25030120237","MAZATLAN","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.05","6.2","3.3","0","15","1","1","0",365,365,10.8055722873817
"1244","2508006778","PESQUERA JUSAJELI, SA DE CV","00040881","DONAGUSTIN8","2508006778","PESQUERA JUSAJELI, SA DE CV","25030591232","MAZATLAN","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.86","6.5","3.42","2.8","56.64","1","1","2",520,500,10.9413435696085
"1245","2508013790","PESCA LOMAS, SA DE CV","00040436","MEMILLO10","2508013790","PESCA LOMAS, SA DE CV","2503149923-9","MAZATLAN","1982","ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.95","6.1","3.15","0","30","1","1","0",365,365,10.8055722873817
"1246","2508006836","PESCA MAGUI, SA DE CV","00013052","MEMILLO11","2508006836","PESCA MAGUI, SA DE CV","25031127239","MAZATLAN","1971","ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","24.8","7","3.6","0","50","1","1","0",455,450,10.8845321410207
"1247","2508005523","PESCA GAGUI, SA DE CV","00043877","MEMILLO12","2508005523","PESCA GAGUI, SA DE CV","2503164223-9","MAZATLAN","1987","ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.8","7.3","3.56","0","60","1","1","0",600,600,11.0110176320356
"1248","2508009897","PESQUERA JAHAIRA, SA DE CV","00063990","MAFRANCO","2508009897","PESQUERA JAHAIRA, SA DE CV","2503240623-5","MAZATLAN","1975","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","21.99","6.7","3.3","1.5","31.54","1","1","0",420,402,10.8538666359689
"1249","2508008485","PESQUERA CARRILLO, SA DE CV","00017541","ANIBAL","2508008485","PESQUERA CARRILLO, SA DE CV","25030285231","MAZATLAN","1973","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","20","6","3","0","81","1","2","0",365,365,10.8055722873817
"1250","3109000582","CONGELADORA ARROYO SA DE CV","00074666","ALBERTO1","3109000582","CONGELADORA ARROYO SA DE CV","31011644230","TELCHAC","1985","FIBRA DE VIDRIO","HIELO","PALANGRE","NINGUNO","COMERCIAL","27.26","4","0","2","0","1","1","0",180,175,10.6421795831547
"1251","2808006866","GRUPO INDUSTRIAL ASOCIADO SA DE CV","00064550","TAMPICOSTAR15","2808006866","GRUPO INDUSTRIAL ASOCIADO SA DE CV","28040399238","TAMPICO","1993","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","24.77","6.72","3.6","2","19","1","1","1",402,402,10.8380754339523
"1252","2808006858","GRUPO PESQUERO R&A SA DE CV","00064618","TAMPICOSTAR23","2808006858","GRUPO PESQUERO R&A SA DE CV","28040037239","TAMPICO","1980","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21.04","6.71","3.35","3","18","1","1","1",425,425,10.8582506253683
"1253","2808006866","GRUPO INDUSTRIAL ASOCIADO SA DE CV","00064691","TAMPICOSTAR14","2808006866","GRUPO INDUSTRIAL ASOCIADO SA DE CV","28040040239","TAMPICO","1987","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","25.05","7.3","3.66","3","16","1","1","1",402,402,10.8380754339523
"1254","2808002790","LUIS GONZALEZ MEJIA","00037580","DONQUINTIN9","2808002790","LUIS GONZALEZ MEJIA","28040185237","TAMPICO","1979","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","21.95","6.09","3.27","2.6","10","1","1","1",365,365,10.8055722873817
"1255","2508016140","ATUNES, S.A. DE C.V.","00048009","EMMA","2508016140","ATUNES, S.A. DE C.V.","2014278234","ENSENADA","1986","ACERO","HIELO | REFRIGERACIÓN","CERCO","ECOSONDA | SONAR | VIDEOSONDA","COMERCIAL","2595","820","384","0","0","1","1","0",1100,1050,11.4402881263348
"1256","3105006914","NAVEGANTES DEL GOLFO SA DE CV","00076935","NAVEGANTE4","3105006914","NAVEGANTES DEL GOLFO SA DE CV","31011946232","PROGRESO","1983","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","13.2","4.15","1.8","1.5","22.54","1","1","1",165,150,10.6288674667876
"1257","2804000608","S.C.P.P. PLAN DE AYUTLA, S.C. DE R.L.","00900027","AYUTLA2","2804000608","S.C.P.P. PLAN DE AYUTLA, S.C. DE R.L.","2808332923-4","EL MEZQUITAL","2004","FIBRA DE VIDRIO","HIELO","PALANGRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","12.6","4","1.72","1.1","8","1","1","1",180,175,10.6421795831547
"1258","2808006734","QUINTIN GERARDO GONZALEZ ARANDA","00045690","CONSUELOYADIRA","2808006734","QUINTIN GERARDO GONZALEZ ARANDA","28040057238","TAMPICO","1973","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","21.84","5.92","3.06","2.7","22","1","1","1",365,365,10.8055722873817
"1259","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","00074286","LUISLEONARDO1","3010002933","PESCADOS Y MARISCOS MORA SA DE CV","30015793237","TUXPAN","1997","ACERO","CONGELACIÓN","ARRASTRE","LORAN | VIDEOSONDA","COMERCIAL","22","7","3","2.5","30","1","1","0",402,402,10.8380754339523
"1260","3105005858","JAIME  RAMON DE LA CRUZ","00032144","TAMPICOSTAR3","3105005858","JAIME  RAMON DE LA CRUZ","3101141023-6","YUCALPETEN","1973","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","15.6","5.2","2.5","2","0","1","1","0",165,150,10.6288674667876
"1261","2306000494","JUAN SELEM BERRON","00027102","FRESHCOMORAO","2306000494","JUAN SELEM BERRON","31013562236","YUCALPETEN","1978","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13.7","4.4","2.3","2","38.2","1","1","0",180,175,10.6421795831547
"1262","2306000494","JUAN SELEM BERRON","00075374","CHANAJKAY","2306000494","JUAN SELEM BERRON","31012543234","YUCALPETEN","1993",NA,"HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13.3","4","0","1","0","1","1","0",180,175,10.6421795831547
"1263","2508016843","PESQUERA MONETO, SA DE CV","00016527","ALI6","2508016843","PESQUERA MONETO, SA DE CV","25030049233","MAZATLAN","1976","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.31","6","3.5","0","16","1","1","1",440,425,10.8713961876396
"1264","3105006914","NAVEGANTES DEL GOLFO SA DE CV","00075325","NAVEGANTE7","3105006914","NAVEGANTES DEL GOLFO SA DE CV","31011955236","PROGRESO","1990","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.19","4.05","2.06","1.5","26.25","1","1","1",180,175,10.6421795831547
