Corte de informacin: Abril 2022 Precios por litro (Moneda nacional),,,,,,,,,,,,,,,,,,
Entidad federativa,Gasolina mnimo 87 octanos,Ao reporte,Mes,,Entidad federativa,Gasolina mnimo 91 octanos,Ao reporte,Mes,,Entidad federativa,Disel,Ao reporte,Mes,,FechaCalendario,Gasolina mnimo 87 octanos,Gasolina mnimo 91 octanos,Disel
Morelos,15.98,2017,10,,Morelos,17.70,2017,10,,Morelos,16.86,2017,10,,28/08/2019,19.32,20.94,21.15
Morelos,16.07,2017,11,,Morelos,17.80,2017,11,,Morelos,16.98,2017,11,,29/08/2019,19.33,20.94,21.15
Morelos,16.18,2017,12,,Morelos,17.89,2017,12,,Morelos,17.10,2017,12,,30/08/2019,19.35,20.95,21.15
Morelos,16.77,2018,1,,Morelos,18.42,2018,1,,Morelos,17.69,2018,1,,31/08/2019,19.35,20.95,21.15
Morelos,17.43,2018,2,,Morelos,18.94,2018,2,,Morelos,18.41,2018,2,,01/09/2019,19.35,20.95,21.15
Morelos,17.66,2018,3,,Morelos,19.07,2018,3,,Morelos,18.65,2018,3,,02/09/2019,19.35,20.96,21.15
Morelos,17.76,2018,4,,Morelos,19.13,2018,4,,Morelos,18.74,2018,4,,03/09/2019,19.36,20.96,21.15
Morelos,17.92,2018,5,,Morelos,19.28,2018,5,,Morelos,18.89,2018,5,,04/09/2019,19.37,20.95,21.16
Morelos,18.16,2018,6,,Morelos,19.51,2018,6,,Morelos,19.12,2018,6,,05/09/2019,19.37,20.96,21.16
Morelos,18.56,2018,7,,Morelos,19.93,2018,7,,Morelos,19.50,2018,7,,06/09/2019,19.38,20.96,21.16
Morelos,19.12,2018,8,,Morelos,20.51,2018,8,,Morelos,20.02,2018,8,,07/09/2019,19.39,20.96,21.16
Morelos,19.34,2018,9,,Morelos,20.73,2018,9,,Morelos,20.29,2018,9,,08/09/2019,19.39,20.96,21.16
Morelos,19.53,2018,10,,Morelos,20.96,2018,10,,Morelos,20.61,2018,10,,09/09/2019,19.39,20.96,21.16
Morelos,19.51,2018,11,,Morelos,20.94,2018,11,,Morelos,20.79,2018,11,,10/09/2019,19.39,20.94,21.17
Morelos,19.29,2018,12,,Morelos,20.72,2018,12,,Morelos,20.68,2018,12,,11/09/2019,19.39,20.95,21.17
Morelos,19.08,2019,1,,Morelos,20.38,2019,1,,Morelos,20.67,2019,1,,12/09/2019,19.39,20.95,21.17
Morelos,19.43,2019,2,,Morelos,20.37,2019,2,,Morelos,21.39,2019,2,,13/09/2019,19.38,20.94,21.16
Morelos,19.81,2019,3,,Morelos,20.78,2019,3,,Morelos,21.63,2019,3,,14/09/2019,19.38,20.94,21.16
Morelos,19.71,2019,4,,Morelos,20.90,2019,4,,Morelos,21.49,2019,4,,15/09/2019,19.38,20.95,21.16
Morelos,19.65,2019,5,,Morelos,20.90,2019,5,,Morelos,21.41,2019,5,,16/09/2019,19.37,20.94,21.15
Morelos,19.51,2019,6,,Morelos,20.87,2019,6,,Morelos,21.27,2019,6,,17/09/2019,19.36,20.94,21.15
Morelos,19.54,2019,7,,Morelos,20.88,2019,7,,Morelos,21.29,2019,7,,18/09/2019,19.35,20.94,21.14
Morelos,19.44,2019,8,,Morelos,20.91,2019,8,,Morelos,21.23,2019,8,,19/09/2019,19.35,20.93,21.13
Morelos,19.43,2019,9,,Morelos,20.93,2019,9,,Morelos,21.16,2019,9,,20/09/2019,19.35,20.93,21.13
Morelos,19.34,2019,10,,Morelos,20.70,2019,10,,Morelos,21.11,2019,10,,21/09/2019,19.35,20.93,21.12
Morelos,19.32,2019,11,,Morelos,20.59,2019,11,,Morelos,21.02,2019,11,,22/09/2019,19.35,20.92,21.12
Morelos,19.47,2019,12,,Morelos,20.63,2019,12,,Morelos,21.16,2019,12,,23/09/2019,19.35,20.91,21.12
Morelos,19.59,2020,1,,Morelos,20.66,2020,1,,Morelos,21.32,2020,1,,24/09/2019,19.36,20.92,21.13
Morelos,19.54,2020,2,,Morelos,20.41,2020,2,,Morelos,21.16,2020,2,,25/09/2019,19.37,20.93,21.15
Morelos,18.10,2020,3,,Morelos,19.08,2020,3,,Morelos,20.42,2020,3,,26/09/2019,19.37,20.93,21.16
Morelos,14.86,2020,4,,Morelos,15.95,2020,4,,Morelos,19.18,2020,4,,27/09/2019,19.37,20.94,21.16
Morelos,16.16,2020,5,,Morelos,16.65,2020,5,,Morelos,18.61,2020,5,,28/09/2019,19.37,20.95,21.16
Morelos,17.65,2020,6,,Morelos,17.83,2020,6,,Morelos,18.95,2020,6,,29/09/2019,19.37,20.97,21.16
Morelos,18.61,2020,7,,Morelos,18.82,2020,7,,Morelos,19.45,2020,7,,30/09/2019,19.37,20.97,21.16
Morelos,18.58,2020,8,,Morelos,18.82,2020,8,,Morelos,19.45,2020,8,,01/10/2019,19.37,20.96,21.16
Morelos,18.48,2020,9,,Morelos,18.80,2020,9,,Morelos,19.25,2020,9,,02/10/2019,19.36,20.96,21.14
Morelos,18.28,2020,10,,Morelos,18.63,2020,10,,Morelos,18.85,2020,10,,03/10/2019,19.34,20.95,21.13
Morelos,17.57,2020,11,,Morelos,17.97,2020,11,,Morelos,18.61,2020,11,,04/10/2019,19.32,20.95,21.11
Morelos,17.82,2020,12,,Morelos,18.22,2020,12,,Morelos,18.97,2020,12,,05/10/2019,19.32,20.95,21.11
Morelos,18.96,2021,1,,Morelos,19.27,2021,1,,Morelos,19.71,2021,1,,06/10/2019,19.33,20.95,21.11
Morelos,19.81,2021,2,,Morelos,20.25,2021,2,,Morelos,20.69,2021,2,,07/10/2019,19.33,20.94,21.10
Morelos,20.01,2021,3,,Morelos,21.43,2021,3,,Morelos,21.37,2021,3,,08/10/2019,19.31,20.94,21.09
Morelos,19.97,2021,4,,Morelos,21.58,2021,4,,Morelos,21.36,2021,4,,09/10/2019,19.29,20.93,21.08
Morelos,19.97,2021,5,,Morelos,21.68,2021,5,,Morelos,21.50,2021,5,,10/10/2019,19.28,20.91,21.07
Morelos,20.03,2021,6,,Morelos,21.80,2021,6,,Morelos,21.57,2021,6,,11/10/2019,19.27,20.91,21.06
Morelos,20.20,2021,7,,Morelos,21.97,2021,7,,Morelos,21.62,2021,7,,12/10/2019,19.28,20.89,21.07
Morelos,20.26,2021,8,,Morelos,22.10,2021,8,,Morelos,21.77,2021,8,,13/10/2019,19.28,20.90,21.08
Morelos,20.15,2021,9,,Morelos,22.12,2021,9,,Morelos,21.69,2021,9,,14/10/2019,19.29,20.90,21.08
Morelos,20.08,2021,10,,Morelos,22.06,2021,10,,Morelos,21.61,2021,10,,15/10/2019,19.31,20.91,21.09
Morelos,19.97,2021,11,,Morelos,21.95,2021,11,,Morelos,21.50,2021,11,,16/10/2019,19.33,20.91,21.09
Morelos,20.19,2021,12,,Morelos,22.12,2021,12,,Morelos,21.75,2021,12,,17/10/2019,19.33,20.91,21.09
Morelos,20.56,2022,1,,Morelos,22.41,2022,1,,Morelos,22.13,2022,1,,18/10/2019,19.33,20.91,21.08
Morelos,20.76,2022,2,,Morelos,22.58,2022,2,,Morelos,22.36,2022,2,,19/10/2019,19.33,20.90,21.08
Morelos,21.09,2022,3,,Morelos,22.79,2022,3,,Morelos,22.66,2022,3,,20/10/2019,19.33,20.90,21.08
Morelos,21.18,2022,4,,Morelos,22.91,2022,4,,Morelos,22.83,2022,4,,21/10/2019,19.33,20.90,21.08
Mxico,16.16,2017,1,,Mxico,17.99,2017,1,,Mxico,17.04,2017,1,,22/10/2019,19.34,20.89,21.07
Mxico,16.13,2017,2,,Mxico,17.96,2017,2,,Mxico,17.03,2017,2,,23/10/2019,19.37,20.88,21.07
Mxico,16.05,2017,3,,Mxico,17.88,2017,3,,Mxico,16.91,2017,3,,24/10/2019,19.37,20.87,21.06
Mxico,16.06,2017,4,,Mxico,17.86,2017,4,,Mxico,16.85,2017,4,,25/10/2019,19.37,20.86,21.05
Mxico,15.94,2017,5,,Mxico,17.79,2017,5,,Mxico,16.73,2017,5,,26/10/2019,19.36,20.84,21.06
Mxico,15.83,2017,6,,Mxico,17.65,2017,6,,Mxico,16.54,2017,6,,27/10/2019,19.36,20.84,21.06
Mxico,15.74,2017,7,,Mxico,17.55,2017,7,,Mxico,16.42,2017,7,,28/10/2019,19.35,20.82,21.06
Mxico,15.80,2017,8,,Mxico,17.62,2017,8,,Mxico,16.48,2017,8,,29/10/2019,19.34,20.79,21.07
Mxico,16.02,2017,9,,Mxico,17.88,2017,9,,Mxico,16.73,2017,9,,30/10/2019,19.33,20.78,21.07
Mxico,16.15,2017,10,,Mxico,17.97,2017,10,,Mxico,16.92,2017,10,,31/10/2019,19.32,20.77,21.06
Mxico,16.23,2017,11,,Mxico,18.07,2017,11,,Mxico,17.04,2017,11,,01/11/2019,19.30,20.75,21.06
Mxico,16.35,2017,12,,Mxico,18.17,2017,12,,Mxico,17.16,2017,12,,02/11/2019,19.30,20.74,21.06
Mxico,16.91,2018,1,,Mxico,18.66,2018,1,,Mxico,17.69,2018,1,,03/11/2019,19.30,20.73,21.06
Mxico,17.62,2018,2,,Mxico,19.21,2018,2,,Mxico,18.36,2018,2,,04/11/2019,19.30,20.72,21.06
Mxico,17.86,2018,3,,Mxico,19.36,2018,3,,Mxico,18.60,2018,3,,05/11/2019,19.31,20.73,21.05
Mxico,17.96,2018,4,,Mxico,19.43,2018,4,,Mxico,18.69,2018,4,,06/11/2019,19.31,20.73,21.04
Mxico,18.18,2018,5,,Mxico,19.62,2018,5,,Mxico,18.88,2018,5,,07/11/2019,19.32,20.73,21.03
Mxico,18.45,2018,6,,Mxico,19.89,2018,6,,Mxico,19.14,2018,6,,08/11/2019,19.32,20.73,21.03
Mxico,18.75,2018,7,,Mxico,20.20,2018,7,,Mxico,19.45,2018,7,,09/11/2019,19.32,20.73,21.03
Mxico,19.15,2018,8,,Mxico,20.59,2018,8,,Mxico,19.91,2018,8,,10/11/2019,19.31,20.72,21.03
Mxico,19.38,2018,9,,Mxico,20.80,2018,9,,Mxico,20.19,2018,9,,11/11/2019,19.31,20.72,21.03
Mxico,19.60,2018,10,,Mxico,21.06,2018,10,,Mxico,20.51,2018,10,,12/11/2019,19.31,20.72,21.04
Mxico,19.59,2018,11,,Mxico,21.09,2018,11,,Mxico,20.71,2018,11,,13/11/2019,19.31,20.72,21.05
Mxico,19.40,2018,12,,Mxico,20.86,2018,12,,Mxico,20.60,2018,12,,14/11/2019,19.29,20.71,21.05
Mxico,19.39,2019,1,,Mxico,20.69,2019,1,,Mxico,20.68,2019,1,,15/11/2019,19.29,20.70,21.05
Mxico,19.76,2019,2,,Mxico,20.67,2019,2,,Mxico,21.51,2019,2,,16/11/2019,19.29,20.70,21.05
Mxico,20.30,2019,3,,Mxico,21.21,2019,3,,Mxico,21.70,2019,3,,17/11/2019,19.29,20.70,21.05
Mxico,20.21,2019,4,,Mxico,21.32,2019,4,,Mxico,21.54,2019,4,,18/11/2019,19.29,20.70,21.05
Mxico,20.16,2019,5,,Mxico,21.32,2019,5,,Mxico,21.45,2019,5,,19/11/2019,19.29,20.71,21.06
Mxico,19.99,2019,6,,Mxico,21.27,2019,6,,Mxico,21.19,2019,6,,20/11/2019,19.29,20.71,21.06
Mxico,19.99,2019,7,,Mxico,21.28,2019,7,,Mxico,21.22,2019,7,,21/11/2019,19.29,20.70,21.07
Mxico,19.84,2019,8,,Mxico,21.28,2019,8,,Mxico,21.12,2019,8,,22/11/2019,19.29,20.70,21.07
Mxico,19.83,2019,9,,Mxico,21.25,2019,9,,Mxico,21.09,2019,9,,23/11/2019,19.30,20.70,21.08
Mxico,19.75,2019,10,,Mxico,21.15,2019,10,,Mxico,20.97,2019,10,,24/11/2019,19.30,20.70,21.08
Mxico,19.76,2019,11,,Mxico,21.06,2019,11,,Mxico,20.94,2019,11,,25/11/2019,19.32,20.71,21.09
Mxico,19.92,2019,12,,Mxico,21.16,2019,12,,Mxico,21.08,2019,12,,26/11/2019,19.35,20.75,21.11
Mxico,20.03,2020,1,,Mxico,21.19,2020,1,,Mxico,21.16,2020,1,,27/11/2019,19.38,20.78,21.12
Mxico,19.89,2020,2,,Mxico,20.87,2020,2,,Mxico,20.90,2020,2,,28/11/2019,19.42,20.80,21.15
Mxico,18.22,2020,3,,Mxico,19.35,2020,3,,Mxico,19.94,2020,3,,29/11/2019,19.46,20.83,21.17
Mxico,14.95,2020,4,,Mxico,16.29,2020,4,,Mxico,18.59,2020,4,,30/11/2019,19.47,20.84,21.18
Mxico,16.34,2020,5,,Mxico,16.94,2020,5,,Mxico,18.02,2020,5,,01/12/2019,19.47,20.84,21.19
Mxico,17.76,2020,6,,Mxico,18.04,2020,6,,Mxico,18.46,2020,6,,02/12/2019,19.46,20.84,21.19
Mxico,18.78,2020,7,,Mxico,19.00,2020,7,,Mxico,19.15,2020,7,,03/12/2019,19.46,20.85,21.21
Mxico,18.74,2020,8,,Mxico,18.98,2020,8,,Mxico,19.23,2020,8,,04/12/2019,19.47,20.85,21.21
Mxico,18.58,2020,9,,Mxico,18.92,2020,9,,Mxico,18.94,2020,9,,05/12/2019,19.47,20.85,21.21
Mxico,18.37,2020,10,,Mxico,18.78,2020,10,,Mxico,18.55,2020,10,,06/12/2019,19.47,20.84,21.22
Mxico,17.58,2020,11,,Mxico,18.09,2020,11,,Mxico,18.25,2020,11,,07/12/2019,19.45,20.83,21.22
Mxico,17.83,2020,12,,Mxico,18.27,2020,12,,Mxico,18.72,2020,12,,08/12/2019,19.45,20.82,21.21
Mxico,18.97,2021,1,,Mxico,19.36,2021,1,,Mxico,19.54,2021,1,,09/12/2019,19.45,20.82,21.21
Mxico,19.92,2021,2,,Mxico,20.51,2021,2,,Mxico,20.54,2021,2,,10/12/2019,19.43,20.79,21.20
Mxico,20.26,2021,3,,Mxico,21.76,2021,3,,Mxico,21.21,2021,3,,11/12/2019,19.41,20.78,21.19
Mxico,20.21,2021,4,,Mxico,21.96,2021,4,,Mxico,21.24,2021,4,,12/12/2019,19.40,20.75,21.19
Mxico,20.28,2021,5,,Mxico,22.11,2021,5,,Mxico,21.40,2021,5,,13/12/2019,19.39,20.73,21.18
Mxico,20.32,2021,6,,Mxico,22.21,2021,6,,Mxico,21.42,2021,6,,14/12/2019,19.39,20.72,21.18
Mxico,20.22,2021,7,,Mxico,22.18,2021,7,,Mxico,21.42,2021,7,,15/12/2019,19.39,20.72,21.19
Mxico,20.22,2021,8,,Mxico,22.25,2021,8,,Mxico,21.56,2021,8,,16/12/2019,19.39,20.72,21.19
Mxico,20.15,2021,9,,Mxico,22.29,2021,9,,Mxico,21.49,2021,9,,17/12/2019,19.40,20.72,21.19
Mxico,20.01,2021,10,,Mxico,22.26,2021,10,,Mxico,21.49,2021,10,,18/12/2019,19.40,20.71,21.18
Mxico,19.95,2021,11,,Mxico,22.31,2021,11,,Mxico,21.42,2021,11,,19/12/2019,19.40,20.71,21.19
Mxico,20.29,2021,12,,Mxico,22.55,2021,12,,Mxico,21.64,2021,12,,20/12/2019,19.40,20.70,21.19
Mxico,20.65,2022,1,,Mxico,22.77,2022,1,,Mxico,22.00,2022,1,,21/12/2019,19.41,20.71,21.19
Mxico,20.80,2022,2,,Mxico,22.96,2022,2,,Mxico,22.18,2022,2,,22/12/2019,19.41,20.71,21.19
Mxico,21.31,2022,3,,Mxico,23.32,2022,3,,Mxico,22.58,2022,3,,23/12/2019,19.41,20.71,21.19
Mxico,21.47,2022,4,,Mxico,23.54,2022,4,,Mxico,22.83,2022,4,,24/12/2019,19.43,20.73,21.21
Nayarit,16.31,2017,1,,Nayarit,18.07,2017,1,,Nayarit,17.39,2017,1,,25/12/2019,19.45,20.75,21.23
Nayarit,16.30,2017,2,,Nayarit,18.06,2017,2,,Nayarit,17.40,2017,2,,26/12/2019,19.47,20.77,21.24
Nayarit,16.23,2017,3,,Nayarit,17.99,2017,3,,Nayarit,17.30,2017,3,,27/12/2019,19.50,20.79,21.27
Nayarit,16.25,2017,4,,Nayarit,17.98,2017,4,,Nayarit,17.23,2017,4,,28/12/2019,19.51,20.82,21.28
Nayarit,16.16,2017,5,,Nayarit,17.92,2017,5,,Nayarit,17.12,2017,5,,29/12/2019,19.51,20.82,21.28
Nayarit,16.07,2017,6,,Nayarit,17.79,2017,6,,Nayarit,16.94,2017,6,,30/12/2019,19.51,20.82,21.28
Nayarit,15.99,2017,7,,Nayarit,17.69,2017,7,,Nayarit,16.82,2017,7,,31/12/2019,19.52,20.86,21.29
Nayarit,16.06,2017,8,,Nayarit,17.76,2017,8,,Nayarit,16.87,2017,8,,01/01/2020,19.52,20.87,21.29
Nayarit,16.28,2017,9,,Nayarit,18.01,2017,9,,Nayarit,17.12,2017,9,,02/01/2020,19.53,20.87,21.29
Nayarit,16.40,2017,10,,Nayarit,18.10,2017,10,,Nayarit,17.31,2017,10,,03/01/2020,19.53,20.87,21.30
Nayarit,16.49,2017,11,,Nayarit,18.19,2017,11,,Nayarit,17.42,2017,11,,04/01/2020,19.54,20.87,21.29
Nayarit,16.71,2017,12,,Nayarit,18.41,2017,12,,Nayarit,17.60,2017,12,,05/01/2020,19.54,20.86,21.29
Nayarit,17.30,2018,1,,Nayarit,18.93,2018,1,,Nayarit,18.15,2018,1,,06/01/2020,19.54,20.86,21.29
Nayarit,17.95,2018,2,,Nayarit,19.51,2018,2,,Nayarit,18.81,2018,2,,07/01/2020,19.53,20.87,21.29
Nayarit,18.19,2018,3,,Nayarit,19.71,2018,3,,Nayarit,19.09,2018,3,,08/01/2020,19.53,20.87,21.29
Nayarit,18.30,2018,4,,Nayarit,19.81,2018,4,,Nayarit,19.20,2018,4,,09/01/2020,19.52,20.87,21.28
Nayarit,18.47,2018,5,,Nayarit,19.96,2018,5,,Nayarit,19.35,2018,5,,10/01/2020,19.51,20.87,21.27
Nayarit,18.69,2018,6,,Nayarit,20.17,2018,6,,Nayarit,19.57,2018,6,,11/01/2020,19.50,20.87,21.27
Nayarit,19.11,2018,7,,Nayarit,20.58,2018,7,,Nayarit,19.94,2018,7,,12/01/2020,19.50,20.87,21.28
Nayarit,19.65,2018,8,,Nayarit,21.11,2018,8,,Nayarit,20.44,2018,8,,13/01/2020,19.51,20.88,21.27
Nayarit,19.89,2018,9,,Nayarit,21.34,2018,9,,Nayarit,20.71,2018,9,,14/01/2020,19.51,20.87,21.27
Nayarit,20.09,2018,10,,Nayarit,21.57,2018,10,,Nayarit,20.98,2018,10,,15/01/2020,19.50,20.86,21.25
Nayarit,20.13,2018,11,,Nayarit,21.62,2018,11,,Nayarit,21.16,2018,11,,16/01/2020,19.49,20.86,21.24
Nayarit,19.97,2018,12,,Nayarit,21.38,2018,12,,Nayarit,21.05,2018,12,,17/01/2020,19.47,20.84,21.22
Nayarit,19.92,2019,1,,Nayarit,21.37,2019,1,,Nayarit,21.08,2019,1,,18/01/2020,19.49,20.83,21.26
Nayarit,20.31,2019,2,,Nayarit,21.59,2019,2,,Nayarit,21.70,2019,2,,19/01/2020,19.50,20.83,21.28
Nayarit,20.79,2019,3,,Nayarit,22.04,2019,3,,Nayarit,21.87,2019,3,,20/01/2020,19.51,20.83,21.29
Nayarit,20.68,2019,4,,Nayarit,22.20,2019,4,,Nayarit,21.80,2019,4,,21/01/2020,19.53,20.82,21.31
Nayarit,20.58,2019,5,,Nayarit,22.15,2019,5,,Nayarit,21.74,2019,5,,22/01/2020,19.53,20.82,21.30
Nayarit,20.37,2019,6,,Nayarit,22.16,2019,6,,Nayarit,21.55,2019,6,,23/01/2020,19.53,20.81,21.30
Nayarit,20.26,2019,7,,Nayarit,22.07,2019,7,,Nayarit,21.58,2019,7,,24/01/2020,19.53,20.80,21.29
Nayarit,20.15,2019,8,,Nayarit,22.02,2019,8,,Nayarit,21.52,2019,8,,25/01/2020,19.54,20.79,21.29
Nayarit,20.25,2019,9,,Nayarit,21.99,2019,9,,Nayarit,21.59,2019,9,,26/01/2020,19.54,20.78,21.29
Nayarit,20.14,2019,10,,Nayarit,21.65,2019,10,,Nayarit,21.49,2019,10,,27/01/2020,19.54,20.76,21.29
Nayarit,20.17,2019,11,,Nayarit,21.48,2019,11,,Nayarit,21.47,2019,11,,28/01/2020,19.54,20.75,21.29
Nayarit,20.29,2019,12,,Nayarit,21.45,2019,12,,Nayarit,21.67,2019,12,,29/01/2020,19.53,20.73,21.27
Nayarit,20.25,2020,1,,Nayarit,21.44,2020,1,,Nayarit,21.70,2020,1,,30/01/2020,19.51,20.70,21.25
Nayarit,20.25,2020,2,,Nayarit,21.14,2020,2,,Nayarit,21.48,2020,2,,31/01/2020,19.48,20.66,21.24
Nayarit,19.33,2020,3,,Nayarit,20.26,2020,3,,Nayarit,20.90,2020,3,,01/02/2020,19.45,20.63,21.19
Nayarit,16.48,2020,4,,Nayarit,17.89,2020,4,,Nayarit,19.97,2020,4,,02/02/2020,19.44,20.61,21.18
Nayarit,17.32,2020,5,,Nayarit,18.10,2020,5,,Nayarit,19.47,2020,5,,03/02/2020,19.43,20.60,21.17
Nayarit,18.63,2020,6,,Nayarit,18.99,2020,6,,Nayarit,19.93,2020,6,,04/02/2020,19.42,20.58,21.15
Nayarit,19.38,2020,7,,Nayarit,19.72,2020,7,,Nayarit,20.38,2020,7,,05/02/2020,19.39,20.55,21.12
Nayarit,19.30,2020,8,,Nayarit,19.59,2020,8,,Nayarit,20.36,2020,8,,06/02/2020,19.34,20.48,21.05
Nayarit,19.24,2020,9,,Nayarit,19.50,2020,9,,Nayarit,19.93,2020,9,,07/02/2020,19.29,20.42,21.02
Nayarit,19.00,2020,10,,Nayarit,19.35,2020,10,,Nayarit,19.45,2020,10,,08/02/2020,19.29,20.42,21.02
Nayarit,18.31,2020,11,,Nayarit,18.75,2020,11,,Nayarit,19.20,2020,11,,09/02/2020,19.28,20.42,21.02
Nayarit,18.50,2020,12,,Nayarit,18.95,2020,12,,Nayarit,19.42,2020,12,,10/02/2020,19.28,20.40,21.01
Nayarit,19.51,2021,1,,Nayarit,19.94,2021,1,,Nayarit,20.21,2021,1,,11/02/2020,19.29,20.41,21.00
Nayarit,20.24,2021,2,,Nayarit,20.87,2021,2,,Nayarit,21.10,2021,2,,12/02/2020,19.29,20.41,20.99
Nayarit,20.53,2021,3,,Nayarit,22.00,2021,3,,Nayarit,21.78,2021,3,,13/02/2020,19.29,20.40,20.97
Nayarit,20.68,2021,4,,Nayarit,22.36,2021,4,,Nayarit,21.88,2021,4,,14/02/2020,19.31,20.43,20.98
Nayarit,20.79,2021,5,,Nayarit,22.58,2021,5,,Nayarit,22.12,2021,5,,15/02/2020,19.35,20.44,20.98
Nayarit,20.79,2021,6,,Nayarit,22.70,2021,6,,Nayarit,22.18,2021,6,,16/02/2020,19.35,20.44,20.99
Nayarit,20.85,2021,7,,Nayarit,22.77,2021,7,,Nayarit,21.91,2021,7,,17/02/2020,19.36,20.45,20.99
Nayarit,20.85,2021,8,,Nayarit,22.85,2021,8,,Nayarit,22.05,2021,8,,18/02/2020,19.36,20.45,20.98
Nayarit,20.78,2021,9,,Nayarit,22.90,2021,9,,Nayarit,22.11,2021,9,,19/02/2020,19.37,20.45,20.98
Nayarit,20.69,2021,10,,Nayarit,22.88,2021,10,,Nayarit,22.05,2021,10,,20/02/2020,19.40,20.47,20.98
Nayarit,20.57,2021,11,,Nayarit,22.75,2021,11,,Nayarit,21.89,2021,11,,21/02/2020,19.47,20.52,20.99
Nayarit,20.79,2021,12,,Nayarit,22.93,2021,12,,Nayarit,22.15,2021,12,,22/02/2020,19.51,20.58,21.00
Nayarit,21.29,2022,1,,Nayarit,23.38,2022,1,,Nayarit,22.65,2022,1,,23/02/2020,19.52,20.59,21.00
Nayarit,21.46,2022,2,,Nayarit,23.61,2022,2,,Nayarit,22.84,2022,2,,24/02/2020,19.54,20.61,21.00
Nayarit,21.79,2022,3,,Nayarit,23.77,2022,3,,Nayarit,23.13,2022,3,,25/02/2020,19.55,20.63,21.01
Nayarit,22.02,2022,4,,Nayarit,23.98,2022,4,,Nayarit,23.52,2022,4,,26/02/2020,19.56,20.63,21.00
Nuevo Len,16.28,2017,1,,Nuevo Len,18.16,2017,1,,Nuevo Len,17.06,2017,1,,27/02/2020,19.57,20.61,20.98
Nuevo Len,16.27,2017,2,,Nuevo Len,18.14,2017,2,,Nuevo Len,17.10,2017,2,,28/02/2020,19.54,20.56,20.94
Nuevo Len,16.19,2017,3,,Nuevo Len,18.06,2017,3,,Nuevo Len,16.96,2017,3,,29/02/2020,19.50,20.51,20.90
Nuevo Len,16.18,2017,4,,Nuevo Len,18.05,2017,4,,Nuevo Len,16.89,2017,4,,01/03/2020,19.49,20.50,20.89
Nuevo Len,16.06,2017,5,,Nuevo Len,17.98,2017,5,,Nuevo Len,16.78,2017,5,,02/03/2020,19.48,20.49,20.88
Nuevo Len,15.94,2017,6,,Nuevo Len,17.86,2017,6,,Nuevo Len,16.60,2017,6,,03/03/2020,19.45,20.46,20.87
Nuevo Len,15.89,2017,7,,Nuevo Len,17.82,2017,7,,Nuevo Len,16.48,2017,7,,04/03/2020,19.44,20.45,20.87
Nuevo Len,16.00,2017,8,,Nuevo Len,17.97,2017,8,,Nuevo Len,16.57,2017,8,,05/03/2020,19.43,20.44,20.87
Nuevo Len,16.25,2017,9,,Nuevo Len,18.25,2017,9,,Nuevo Len,16.80,2017,9,,06/03/2020,19.43,20.43,20.86
Nuevo Len,16.42,2017,10,,Nuevo Len,18.40,2017,10,,Nuevo Len,17.00,2017,10,,07/03/2020,19.43,20.44,20.85
Nuevo Len,16.56,2017,11,,Nuevo Len,18.56,2017,11,,Nuevo Len,17.15,2017,11,,08/03/2020,19.43,20.43,20.84
Nuevo Len,16.72,2017,12,,Nuevo Len,18.71,2017,12,,Nuevo Len,17.32,2017,12,,09/03/2020,19.42,20.42,20.84
Nuevo Len,17.16,2018,1,,Nuevo Len,19.05,2018,1,,Nuevo Len,17.80,2018,1,,10/03/2020,19.37,20.37,20.80
Nuevo Len,17.72,2018,2,,Nuevo Len,19.54,2018,2,,Nuevo Len,18.49,2018,2,,11/03/2020,19.21,20.23,20.68
Nuevo Len,17.93,2018,3,,Nuevo Len,19.71,2018,3,,Nuevo Len,18.80,2018,3,,12/03/2020,19.05,20.10,20.58
Nuevo Len,18.01,2018,4,,Nuevo Len,19.79,2018,4,,Nuevo Len,18.91,2018,4,,13/03/2020,18.87,20.00,20.50
Nuevo Len,18.23,2018,5,,Nuevo Len,19.92,2018,5,,Nuevo Len,19.11,2018,5,,14/03/2020,18.59,19.78,20.40
Nuevo Len,18.55,2018,6,,Nuevo Len,20.14,2018,6,,Nuevo Len,19.41,2018,6,,15/03/2020,18.52,19.72,20.36
Nuevo Len,18.87,2018,7,,Nuevo Len,20.44,2018,7,,Nuevo Len,19.72,2018,7,,16/03/2020,18.45,19.66,20.33
Nuevo Len,19.39,2018,8,,Nuevo Len,20.85,2018,8,,Nuevo Len,20.19,2018,8,,17/03/2020,18.29,19.55,20.25
Nuevo Len,19.66,2018,9,,Nuevo Len,21.07,2018,9,,Nuevo Len,20.49,2018,9,,18/03/2020,18.05,19.31,20.11
Nuevo Len,19.86,2018,10,,Nuevo Len,21.35,2018,10,,Nuevo Len,20.80,2018,10,,19/03/2020,17.72,19.02,19.96
Nuevo Len,19.78,2018,11,,Nuevo Len,21.31,2018,11,,Nuevo Len,20.96,2018,11,,20/03/2020,17.24,18.58,19.76
Nuevo Len,19.34,2018,12,,Nuevo Len,20.83,2018,12,,Nuevo Len,20.80,2018,12,,21/03/2020,16.95,18.33,19.65
Nuevo Len,19.08,2019,1,,Nuevo Len,20.37,2019,1,,Nuevo Len,20.85,2019,1,,22/03/2020,16.88,18.27,19.61
Nuevo Len,19.48,2019,2,,Nuevo Len,20.50,2019,2,,Nuevo Len,21.61,2019,2,,23/03/2020,16.75,18.15,19.56
